Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,60.00411837,11/12/2013 17:15:43,59.96613785,1,1,0,3.600095034,0,0,0,0,3.26157E-05,0,0,0,0
2,120.0181584,11/12/2013 17:16:43,119.9801779,1,1,0,3.599769115,0,0,0,0,0,0,0,0,0
3,180.03234,11/12/2013 17:17:43,179.9943594,1,1,0,3.599769115,0,0,0,0,-3.2568E-05,0,0,0,0
4,240.0462636,11/12/2013 17:18:43,240.008283,1,1,0,3.599769115,0,0,0,0,0,0,0,0,0
5,300.0603327,11/12/2013 17:19:43,300.0223522,1,1,0,3.599769115,0,0,0,0,3.26157E-05,0,0,0,0
6,360.0744163,11/12/2013 17:20:43,360.0364358,1,1,0,3.599606037,0,0,0,0,0,0,0,0,0
7,420.0884516,11/12/2013 17:21:43,420.050471,1,1,0,3.599443197,0,0,0,0,0,0,0,0,0
8,480.1025803,11/12/2013 17:22:43,480.0645998,1,1,0,3.599606037,0,0,0,0,-3.26157E-05,0,0,0,0
9,540.1166589,11/12/2013 17:23:43,540.0786784,1,1,0,3.599606037,0,0,0,0,-3.26157E-05,0,0,0,0
10,600.1306456,11/12/2013 17:24:43,600.0926651,1,1,0,3.599280119,0,0,0,0,-3.26157E-05,0,0,0,0
11,660.1447758,11/12/2013 17:25:43,660.1067952,1,1,0,3.599443197,0,0,0,0,0,0,0,0,0
12,720.1587621,11/12/2013 17:26:43,720.1207816,1,1,0,3.599280119,0,0,0,0,0,0,0,0,0
13,780.1729394,11/12/2013 17:27:43,780.1349588,1,1,0,3.599117279,0,0,0,0,-3.2568E-05,0,0,0,0
14,840.1869586,11/12/2013 17:28:43,840.148978,1,1,0,3.599117279,0,0,0,0,0,0,0,0,0
15,900.2010103,11/12/2013 17:29:43,900.1630298,1,1,0,3.599280119,0,0,0,0,0,0,0,0,0
16,960.2150096,11/12/2013 17:30:43,960.177029,1,1,0,3.598954201,0,0,0,0,-9.77993E-05,0,0,0,0
17,1020.229077,11/12/2013 17:31:43,1020.191096,1,1,0,3.599117279,0,0,0,0,0,0,0,0,0
18,1080.243132,11/12/2013 17:32:43,1080.205151,1,1,0,3.599117279,0,0,0,0,0,0,0,0,0
19,1140.257186,11/12/2013 17:33:43,1140.219206,1,1,0,3.598791361,0,0,0,0,-6.51836E-05,0,0,0,0
20,1200.271274,11/12/2013 17:34:43,1200.233293,1,1,0,3.598791361,0,0,0,0,-6.51836E-05,0,0,0,0
21,1260.285381,11/12/2013 17:35:43,1260.2474,1,1,0,3.599117279,0,0,0,0,6.51836E-05,0,0,0,0
22,1320.299451,11/12/2013 17:36:43,1320.26147,1,1,0,3.598791361,0,0,0,0,0,0,0,0,0
