time, step, current, voltage, chgAh, disAh
60.0090, 1.0000, -0.0000, 2.7909, 0.0000, 0.0000
61.0090, 1.0000, -0.0000, 2.7909, 0.0000, 0.0000
62.0090, 1.0000, -0.0000, 2.7908, 0.0000, 0.0000
63.0090, 1.0000, -0.0000, 2.7908, 0.0000, 0.0000
64.0090, 1.0000, -0.0000, 2.7908, 0.0000, 0.0000
65.0090, 1.0000, -0.0000, 2.7908, 0.0000, 0.0000
66.0090, 1.0000, -0.0000, 2.7908, 0.0000, 0.0000
67.0090, 1.0000, -0.0000, 2.7908, 0.0000, 0.0000
68.0090, 1.0000, -0.0000, 2.7907, 0.0000, 0.0000
69.0090, 1.0000, -0.0000, 2.7907, 0.0000, 0.0000
70.0090, 1.0000, -0.0000, 2.7907, 0.0000, 0.0000
71.0090, 1.0000, -0.0000, 2.7907, 0.0000, 0.0000
72.0090, 1.0000, -0.0000, 2.7907, 0.0000, 0.0000
73.0090, 1.0000, -0.0000, 2.7907, 0.0000, 0.0000
74.0090, 1.0000, -0.0000, 2.7906, 0.0000, 0.0000
75.0090, 1.0000, -0.0000, 2.7906, 0.0000, 0.0000
76.0090, 1.0000, -0.0000, 2.7906, 0.0000, 0.0000
77.0090, 1.0000, -0.0000, 2.7906, 0.0000, 0.0000
78.0090, 1.0000, -0.0000, 2.7906, 0.0000, 0.0000
79.0090, 1.0000, -0.0000, 2.7906, 0.0000, 0.0000
80.0090, 1.0000, -0.0000, 2.7906, 0.0000, 0.0000
81.0090, 1.0000, -0.0000, 2.7905, 0.0000, 0.0000
82.0090, 1.0000, -0.0000, 2.7905, 0.0000, 0.0000
83.0090, 1.0000, -0.0000, 2.7905, 0.0000, 0.0000
84.0090, 1.0000, -0.0000, 2.7905, 0.0000, 0.0000
85.0090, 1.0000, -0.0000, 2.7905, 0.0000, 0.0000
86.0090, 1.0000, -0.0000, 2.7905, 0.0000, 0.0000
87.0090, 1.0000, -0.0000, 2.7904, 0.0000, 0.0000
88.0090, 1.0000, -0.0000, 2.7904, 0.0000, 0.0000
89.0090, 1.0000, -0.0000, 2.7904, 0.0000, 0.0000
90.0090, 1.0000, -0.0000, 2.7904, 0.0000, 0.0000
91.0090, 1.0000, -0.0000, 2.7904, 0.0000, 0.0000
92.0090, 1.0000, -0.0000, 2.7904, 0.0000, 0.0000
93.0090, 1.0000, -0.0000, 2.7903, 0.0000, 0.0000
94.0090, 1.0000, -0.0000, 2.7903, 0.0000, 0.0000
95.0090, 1.0000, -0.0000, 2.7903, 0.0000, 0.0000
96.0090, 1.0000, -0.0000, 2.7903, 0.0000, 0.0000
