time, step, current, voltage, chgAh, disAh
60.0053, 1.0000, -0.0000, 2.8682, 0.0000, 0.0000
61.0053, 1.0000, -0.0000, 2.8682, 0.0000, 0.0000
62.0053, 1.0000, -0.0000, 2.8682, 0.0000, 0.0000
63.0053, 1.0000, -0.0000, 2.8682, 0.0000, 0.0000
64.0053, 1.0000, -0.0000, 2.8682, 0.0000, 0.0000
65.0053, 1.0000, -0.0000, 2.8682, 0.0000, 0.0000
66.0053, 1.0000, -0.0000, 2.8682, 0.0000, 0.0000
67.0053, 1.0000, -0.0000, 2.8682, 0.0000, 0.0000
68.0053, 1.0000, -0.0000, 2.8682, 0.0000, 0.0000
69.0053, 1.0000, -0.0000, 2.8682, 0.0000, 0.0000
70.0053, 1.0000, -0.0000, 2.8682, 0.0000, 0.0000
71.0053, 1.0000, -0.0000, 2.8682, 0.0000, 0.0000
72.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
73.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
74.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
75.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
76.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
77.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
78.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
79.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
80.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
81.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
82.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
83.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
84.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
85.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
86.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
87.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
88.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
89.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
90.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
91.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
92.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
93.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
94.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
95.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
96.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
97.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
98.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
99.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
100.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
101.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
102.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
103.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
104.0053, 1.0000, -0.0000, 2.8681, 0.0000, 0.0000
