time, step, current, voltage, chgAh, disAh
6901.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6902.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6903.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6904.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6905.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6906.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6907.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6908.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6909.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6910.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6911.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6912.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6913.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6914.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6915.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6916.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6917.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6918.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6919.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6920.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6921.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6922.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6923.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6924.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6925.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6926.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6927.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6928.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6929.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6930.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6931.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6932.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6933.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6934.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6935.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6936.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6937.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6938.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6939.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6940.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6941.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6942.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6943.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6944.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6945.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6946.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6947.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6948.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6949.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6950.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6951.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6952.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6953.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6954.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6955.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6956.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6957.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6958.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
6959.0261, 1.0000, -0.0000, 3.5478, 0.0000, 0.0000
