time, step, current, voltage, chgAh, disAh
6901.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6902.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6903.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6904.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6905.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6906.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6907.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6908.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6909.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6910.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6911.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6912.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6913.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6914.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6915.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6916.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6917.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6918.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6919.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6920.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6921.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6922.0165, 1.0000, -0.0000, 3.5753, 0.0000, 0.0000
6923.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6924.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6925.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6926.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6927.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6928.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6929.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6930.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6931.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6932.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6933.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6934.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6935.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6936.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6937.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6938.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6939.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6940.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6941.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6942.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6943.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6944.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6945.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6946.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6947.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6948.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6949.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6950.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6951.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6952.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6953.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6954.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6955.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6956.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6957.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6958.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6959.0165, 1.0000, -0.0000, 3.5752, 0.0000, 0.0000
6960.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6961.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6962.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6963.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6964.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6965.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6966.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6967.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6968.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6969.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6970.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6971.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6972.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6973.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6974.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6975.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6976.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6977.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6978.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6979.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6980.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6981.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6982.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6983.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6984.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6985.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6986.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6987.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6988.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6989.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6990.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6991.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6992.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6993.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6994.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6995.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6996.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6997.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6998.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
6999.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
7000.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
7001.0165, 1.0000, -0.0000, 3.5751, 0.0000, 0.0000
