time, step, current, voltage, chgAh, disAh
19040.0028, 11.0000, -0.4689, 2.1207, 0.0000, 0.0000,
19041.0028, 11.0000, -0.7661, 2.2746, 0.0002, 0.0000,
19042.0028, 11.0000, -0.7653, 2.3690, 0.0004, 0.0000,
19043.0028, 11.0000, -0.7676, 2.4194, 0.0006, 0.0000,
19044.0028, 11.0000, -0.7682, 2.4429, 0.0009, 0.0000,
19045.0028, 11.0000, -0.7673, 2.4563, 0.0011, 0.0000,
19046.0028, 11.0000, -0.7683, 2.4663, 0.0013, 0.0000,
19047.0028, 11.0000, -0.7683, 2.4744, 0.0015, 0.0000,
19048.0028, 11.0000, -0.7663, 2.4814, 0.0017, 0.0000,
19049.0028, 11.0000, -0.7663, 2.4878, 0.0019, 0.0000,
19050.0028, 11.0000, -0.7682, 2.4939, 0.0021, 0.0000,
19051.0028, 11.0000, -0.7684, 2.4997, 0.0023, 0.0000,
19052.0028, 11.0000, -0.7673, 2.5050, 0.0026, 0.0000,
19053.0028, 11.0000, -0.7673, 2.5102, 0.0028, 0.0000,
19054.0028, 11.0000, -0.7673, 2.5154, 0.0030, 0.0000,
19055.0028, 11.0000, -0.7689, 2.5201, 0.0032, 0.0000,
19056.0028, 11.0000, -0.7689, 2.5247, 0.0034, 0.0000,
19057.0028, 11.0000, -0.7660, 2.5295, 0.0036, 0.0000,
19058.0028, 11.0000, -0.7673, 2.5341, 0.0038, 0.0000,
19059.0028, 11.0000, -0.7680, 2.5386, 0.0041, 0.0000,
19060.0028, 11.0000, -0.7686, 2.5432, 0.0043, 0.0000,
19061.0028, 11.0000, -0.7673, 2.5478, 0.0045, 0.0000,
19062.0028, 11.0000, -0.7673, 2.5524, 0.0047, 0.0000,
19063.0028, 11.0000, -0.7673, 2.5569, 0.0049, 0.0000,
19064.0028, 11.0000, -0.7673, 2.5616, 0.0051, 0.0000,
19065.0028, 11.0000, -0.7673, 2.5662, 0.0053, 0.0000,
19066.0028, 11.0000, -0.7673, 2.5708, 0.0055, 0.0000,
19067.0028, 11.0000, -0.7673, 2.5755, 0.0058, 0.0000,
19068.0028, 11.0000, -0.7682, 2.5802, 0.0060, 0.0000,
19069.0028, 11.0000, -0.7704, 2.5847, 0.0062, 0.0000,
19070.0028, 11.0000, -0.7677, 2.5892, 0.0064, 0.0000,
19071.0028, 11.0000, -0.7693, 2.5936, 0.0066, 0.0000,
19072.0028, 11.0000, -0.7689, 2.5979, 0.0068, 0.0000,
19073.0028, 11.0000, -0.7673, 2.6022, 0.0070, 0.0000,
19074.0028, 11.0000, -0.7673, 2.6063, 0.0073, 0.0000,
19075.0028, 11.0000, -0.7673, 2.6104, 0.0075, 0.0000,
19076.0028, 11.0000, -0.7673, 2.6144, 0.0077, 0.0000,
19077.0028, 11.0000, -0.7671, 2.6183, 0.0079, 0.0000,
19078.0028, 11.0000, -0.7655, 2.6221, 0.0081, 0.0000,
19079.0028, 11.0000, -0.7673, 2.6258, 0.0083, 0.0000,
19080.0028, 11.0000, -0.7673, 2.6296, 0.0085, 0.0000,
19081.0028, 11.0000, -0.7674, 2.6332, 0.0087, 0.0000,
19082.0028, 11.0000, -0.7693, 2.6369, 0.0090, 0.0000,
19083.0028, 11.0000, -0.7692, 2.6402, 0.0092, 0.0000,
19084.0028, 11.0000, -0.7673, 2.6436, 0.0094, 0.0000,
19085.0028, 11.0000, -0.7692, 2.6471, 0.0096, 0.0000,
19086.0028, 11.0000, -0.7673, 2.6503, 0.0098, 0.0000,
19087.0028, 11.0000, -0.7673, 2.6537, 0.0100, 0.0000,
19088.0028, 11.0000, -0.7692, 2.6569, 0.0102, 0.0000,
19089.0028, 11.0000, -0.7674, 2.6601, 0.0105, 0.0000,
19090.0028, 11.0000, -0.7673, 2.6630, 0.0107, 0.0000,
19091.0028, 11.0000, -0.7691, 2.6658, 0.0109, 0.0000,
19092.0028, 11.0000, -0.7693, 2.6694, 0.0111, 0.0000,
19093.0028, 11.0000, -0.7693, 2.6724, 0.0113, 0.0000,
19094.0028, 11.0000, -0.7676, 2.6753, 0.0115, 0.0000,
19095.0028, 11.0000, -0.7673, 2.6781, 0.0117, 0.0000,
19096.0028, 11.0000, -0.7689, 2.6812, 0.0119, 0.0000,
19097.0028, 11.0000, -0.7676, 2.6838, 0.0122, 0.0000,
19098.0028, 11.0000, -0.7673, 2.6866, 0.0124, 0.0000,
19099.0028, 11.0000, -0.7673, 2.6894, 0.0126, 0.0000,
19100.0028, 11.0000, -0.7673, 2.6921, 0.0128, 0.0000,
19101.0028, 11.0000, -0.7673, 2.6949, 0.0130, 0.0000,
19102.0028, 11.0000, -0.7688, 2.6976, 0.0132, 0.0000,
19103.0028, 11.0000, -0.7678, 2.7002, 0.0134, 0.0000,
19104.0028, 11.0000, -0.7673, 2.7027, 0.0137, 0.0000,
19105.0028, 11.0000, -0.7687, 2.7052, 0.0139, 0.0000,
19106.0028, 11.0000, -0.7679, 2.7077, 0.0141, 0.0000,
19107.0028, 11.0000, -0.7673, 2.7102, 0.0143, 0.0000,
19108.0028, 11.0000, -0.7673, 2.7126, 0.0145, 0.0000,
19109.0028, 11.0000, -0.7686, 2.7150, 0.0147, 0.0000,
19110.0028, 11.0000, -0.7680, 2.7174, 0.0149, 0.0000,
19111.0028, 11.0000, -0.7685, 2.7198, 0.0151, 0.0000,
19112.0028, 11.0000, -0.7668, 2.7221, 0.0154, 0.0000,
19113.0028, 11.0000, -0.7665, 2.7245, 0.0156, 0.0000,
19114.0028, 11.0000, -0.7685, 2.7268, 0.0158, 0.0000,
19115.0028, 11.0000, -0.7681, 2.7290, 0.0160, 0.0000,
19116.0028, 11.0000, -0.7673, 2.7313, 0.0162, 0.0000,
19117.0028, 11.0000, -0.7684, 2.7335, 0.0164, 0.0000,
19118.0028, 11.0000, -0.7693, 2.7357, 0.0166, 0.0000,
19119.0028, 11.0000, -0.7693, 2.7378, 0.0168, 0.0000,
19120.0028, 11.0000, -0.7693, 2.7400, 0.0171, 0.0000,
19121.0028, 11.0000, -0.7683, 2.7421, 0.0173, 0.0000,
19122.0028, 11.0000, -0.7663, 2.7442, 0.0175, 0.0000,
19123.0028, 11.0000, -0.7662, 2.7462, 0.0177, 0.0000,
19124.0028, 11.0000, -0.7673, 2.7482, 0.0179, 0.0000,
19125.0028, 11.0000, -0.7673, 2.7502, 0.0181, 0.0000,
19126.0028, 11.0000, -0.7681, 2.7521, 0.0183, 0.0000,
19127.0028, 11.0000, -0.7693, 2.7541, 0.0186, 0.0000,
19128.0028, 11.0000, -0.7685, 2.7562, 0.0188, 0.0000,
19129.0028, 11.0000, -0.7673, 2.7581, 0.0190, 0.0000,
19130.0028, 11.0000, -0.7680, 2.7600, 0.0192, 0.0000,
19131.0028, 11.0000, -0.7686, 2.7618, 0.0194, 0.0000,
19132.0028, 11.0000, -0.7673, 2.7637, 0.0196, 0.0000,
19133.0028, 11.0000, -0.7673, 2.7655, 0.0198, 0.0000,
19134.0028, 11.0000, -0.7679, 2.7674, 0.0200, 0.0000,
19135.0028, 11.0000, -0.7687, 2.7693, 0.0203, 0.0000,
19136.0028, 11.0000, -0.7673, 2.7710, 0.0205, 0.0000,
19137.0028, 11.0000, -0.7678, 2.7728, 0.0207, 0.0000,
19138.0028, 11.0000, -0.7693, 2.7746, 0.0209, 0.0000,
19139.0028, 11.0000, -0.7688, 2.7765, 0.0211, 0.0000,
19140.0028, 11.0000, -0.7673, 2.7781, 0.0213, 0.0000,
19141.0028, 11.0000, -0.7669, 2.7798, 0.0215, 0.0000,
19142.0028, 11.0000, -0.7657, 2.7814, 0.0218, 0.0000,
19143.0028, 11.0000, -0.7673, 2.7831, 0.0220, 0.0000,
19144.0028, 11.0000, -0.7673, 2.7850, 0.0222, 0.0000,
19145.0028, 11.0000, -0.7673, 2.7866, 0.0224, 0.0000,
19146.0028, 11.0000, -0.7673, 2.7883, 0.0226, 0.0000,
19147.0028, 11.0000, -0.7675, 2.7898, 0.0228, 0.0000,
19148.0028, 11.0000, -0.7693, 2.7914, 0.0230, 0.0000,
19149.0028, 11.0000, -0.7693, 2.7933, 0.0232, 0.0000,
19150.0028, 11.0000, -0.7693, 2.7948, 0.0235, 0.0000,
19151.0028, 11.0000, -0.7691, 2.7964, 0.0237, 0.0000,
19152.0028, 11.0000, -0.7673, 2.7981, 0.0239, 0.0000,
19153.0028, 11.0000, -0.7673, 2.7996, 0.0241, 0.0000,
19154.0028, 11.0000, -0.7673, 2.8012, 0.0243, 0.0000,
19155.0028, 11.0000, -0.7673, 2.8026, 0.0245, 0.0000,
19156.0028, 11.0000, -0.7673, 2.8042, 0.0247, 0.0000,
19157.0028, 11.0000, -0.7712, 2.8057, 0.0250, 0.0000,
19158.0028, 11.0000, -0.7693, 2.8073, 0.0252, 0.0000,
19159.0028, 11.0000, -0.7693, 2.8089, 0.0254, 0.0000,
19160.0028, 11.0000, -0.7674, 2.8103, 0.0256, 0.0000,
19161.0028, 11.0000, -0.7692, 2.8118, 0.0258, 0.0000,
19162.0028, 11.0000, -0.7674, 2.8134, 0.0260, 0.0000,
19163.0028, 11.0000, -0.7691, 2.8147, 0.0262, 0.0000,
19164.0028, 11.0000, -0.7675, 2.8163, 0.0264, 0.0000,
19165.0028, 11.0000, -0.7673, 2.8177, 0.0267, 0.0000,
19166.0028, 11.0000, -0.7690, 2.8192, 0.0269, 0.0000,
19167.0028, 11.0000, -0.7676, 2.8205, 0.0271, 0.0000,
19168.0028, 11.0000, -0.7673, 2.8219, 0.0273, 0.0000,
19169.0028, 11.0000, -0.7673, 2.8233, 0.0275, 0.0000,
19170.0028, 11.0000, -0.7657, 2.8247, 0.0277, 0.0000,
19171.0028, 11.0000, -0.7669, 2.8261, 0.0279, 0.0000,
19172.0028, 11.0000, -0.7673, 2.8275, 0.0282, 0.0000,
19173.0028, 11.0000, -0.7704, 2.8290, 0.0284, 0.0000,
19174.0028, 11.0000, -0.7682, 2.8303, 0.0286, 0.0000,
19175.0028, 11.0000, -0.7703, 2.8317, 0.0288, 0.0000,
19176.0028, 11.0000, -0.7698, 2.8331, 0.0290, 0.0000,
19177.0028, 11.0000, -0.7678, 2.8345, 0.0292, 0.0000,
19178.0028, 11.0000, -0.7673, 2.8357, 0.0294, 0.0000,
19179.0028, 11.0000, -0.7673, 2.8370, 0.0296, 0.0000,
19180.0028, 11.0000, -0.7673, 2.8384, 0.0299, 0.0000,
19181.0028, 11.0000, -0.7673, 2.8399, 0.0301, 0.0000,
19182.0028, 11.0000, -0.7686, 2.8411, 0.0303, 0.0000,
19183.0028, 11.0000, -0.7693, 2.8423, 0.0305, 0.0000,
19184.0028, 11.0000, -0.7668, 2.8436, 0.0307, 0.0000,
19185.0028, 11.0000, -0.7677, 2.8450, 0.0309, 0.0000,
19186.0028, 11.0000, -0.7681, 2.8462, 0.0311, 0.0000,
19187.0028, 11.0000, -0.7684, 2.8475, 0.0314, 0.0000,
19188.0028, 11.0000, -0.7681, 2.8487, 0.0316, 0.0000,
19189.0028, 11.0000, -0.7684, 2.8499, 0.0318, 0.0000,
19190.0028, 11.0000, -0.7693, 2.8512, 0.0320, 0.0000,
19191.0028, 11.0000, -0.7682, 2.8525, 0.0322, 0.0000,
19192.0028, 11.0000, -0.7673, 2.8536, 0.0324, 0.0000,
19193.0028, 11.0000, -0.7673, 2.8548, 0.0326, 0.0000,
19194.0028, 11.0000, -0.7663, 2.8560, 0.0328, 0.0000,
19195.0028, 11.0000, -0.7662, 2.8572, 0.0331, 0.0000,
19196.0028, 11.0000, -0.7664, 2.8584, 0.0333, 0.0000,
19197.0028, 11.0000, -0.7671, 2.8597, 0.0335, 0.0000,
19198.0028, 11.0000, -0.7693, 2.8610, 0.0337, 0.0000,
19199.0028, 11.0000, -0.7701, 2.8621, 0.0339, 0.0000,
19200.0028, 11.0000, -0.7705, 2.8632, 0.0341, 0.0000,
19201.0028, 11.0000, -0.7685, 2.8645, 0.0343, 0.0000,
19202.0028, 11.0000, -0.7680, 2.8657, 0.0346, 0.0000,
19203.0028, 11.0000, -0.7686, 2.8668, 0.0348, 0.0000,
19204.0028, 11.0000, -0.7673, 2.8680, 0.0350, 0.0000,
19205.0028, 11.0000, -0.7679, 2.8692, 0.0352, 0.0000,
19206.0028, 11.0000, -0.7699, 2.8702, 0.0354, 0.0000,
19207.0028, 11.0000, -0.7706, 2.8713, 0.0356, 0.0000,
19208.0028, 11.0000, -0.7687, 2.8726, 0.0358, 0.0000,
19209.0028, 11.0000, -0.7673, 2.8737, 0.0360, 0.0000,
19210.0028, 11.0000, -0.7673, 2.8747, 0.0363, 0.0000,
19211.0028, 11.0000, -0.7673, 2.8757, 0.0365, 0.0000,
19212.0028, 11.0000, -0.7673, 2.8768, 0.0367, 0.0000,
19213.0028, 11.0000, -0.7677, 2.8782, 0.0369, 0.0000,
19214.0028, 11.0000, -0.7693, 2.8793, 0.0371, 0.0000,
19215.0028, 11.0000, -0.7693, 2.8803, 0.0373, 0.0000,
19216.0028, 11.0000, -0.7689, 2.8814, 0.0375, 0.0000,
19217.0028, 11.0000, -0.7676, 2.8824, 0.0377, 0.0000,
19218.0028, 11.0000, -0.7690, 2.8836, 0.0380, 0.0000,
19219.0028, 11.0000, -0.7676, 2.8845, 0.0382, 0.0000,
19220.0028, 11.0000, -0.7690, 2.8857, 0.0384, 0.0000,
19221.0028, 11.0000, -0.7673, 2.8867, 0.0386, 0.0000,
19222.0028, 11.0000, -0.7673, 2.8876, 0.0388, 0.0000,
19223.0028, 11.0000, -0.7675, 2.8886, 0.0390, 0.0000,
19224.0028, 11.0000, -0.7690, 2.8899, 0.0392, 0.0000,
19225.0028, 11.0000, -0.7654, 2.8907, 0.0395, 0.0000,
19226.0028, 11.0000, -0.7673, 2.8918, 0.0397, 0.0000,
19227.0028, 11.0000, -0.7673, 2.8929, 0.0399, 0.0000,
19228.0028, 11.0000, -0.7673, 2.8939, 0.0401, 0.0000,
