time, step, current, voltage, chgAh, disAh
6901.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6902.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6903.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6904.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6905.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6906.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6907.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6908.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6909.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6910.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6911.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6912.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6913.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6914.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6915.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6916.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6917.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6918.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6919.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6920.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6921.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6922.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6923.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6924.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6925.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6926.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6927.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6928.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6929.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6930.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6931.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6932.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
6933.0145, 1.0000, -0.0000, 3.5794, 0.0000, 0.0000,
