time, step, current, voltage, chgAh, disAh
60.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
61.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
62.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
63.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
64.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
65.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
66.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
67.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
68.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
69.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
70.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
71.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
72.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
73.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
74.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
75.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
76.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
77.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
78.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
79.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
80.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
81.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
82.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
83.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
84.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
85.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
86.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
87.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
88.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
89.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
90.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
91.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
92.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
93.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
94.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
95.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
96.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
97.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
98.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
99.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
100.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
101.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
102.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
103.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
104.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
105.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
106.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
107.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
108.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
109.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
110.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
111.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
112.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
113.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
114.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
115.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
116.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
117.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
118.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
119.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
120.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
121.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
122.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
123.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
124.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
125.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
126.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
127.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
128.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
129.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
130.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
131.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
132.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
133.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
134.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
135.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
136.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
137.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
138.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
139.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
140.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
141.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
142.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
143.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
144.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
145.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
146.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
147.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
148.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
149.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
150.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
151.0117, 1.0000, -0.0000, 2.7984, 0.0000, 0.0000,
152.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
153.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
154.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
155.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
156.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
157.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
158.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
159.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
160.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
161.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
162.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
163.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
164.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
165.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
166.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
167.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
168.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
169.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
170.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
171.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
172.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
173.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
174.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
175.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
176.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
177.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
178.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
179.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
180.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
181.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
182.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
183.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
184.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
185.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
186.0117, 1.0000, -0.0000, 2.7985, 0.0000, 0.0000,
