Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,60.01448623,09/16/2013 08:42:00,60.0144865,1,1,0,2.679773808,0,0,0,0,-3.2568E-05,0,0,0,0
2,120.0291856,09/16/2013 08:43:00,120.029186,1,1,0,2.679936647,0,0,0,0,-3.26157E-05,0,0,0,0
3,180.0435278,09/16/2013 08:44:00,180.0435281,1,1,0,2.679936647,0,0,0,0,3.2568E-05,0,0,0,0
4,240.0580883,09/16/2013 08:45:00,240.0580887,1,1,0,2.679773808,0,0,0,0,-6.51836E-05,0,0,0,0
5,300.0725924,09/16/2013 08:46:00,300.0725927,1,1,0,2.679936647,0,0,0,0,-3.26157E-05,0,0,0,0
6,360.0871441,09/16/2013 08:47:00,360.0871444,1,1,0,2.680099726,0,0,0,0,3.26157E-05,0,0,0,0
7,420.1016975,09/16/2013 08:48:00,420.1016978,1,1,0,2.679936647,0,0,0,0,-3.26157E-05,0,0,0,0
8,480.1162903,09/16/2013 08:49:00,480.1162906,1,1,0,2.680099726,0,0,0,0,0,0,0,0,0
9,540.1311432,09/16/2013 08:50:00,540.1311436,1,1,0,2.680099726,0,0,0,0,3.26157E-05,0,0,0,0
10,600.1453186,09/16/2013 08:51:00,600.1453188,1,1,0,2.680262566,0,0,0,0,6.51836E-05,0,0,0,0
11,660.1598667,09/16/2013 08:52:00,660.1598669,1,1,0,2.680099726,0,0,0,0,0,0,0,0,0
12,720.1743951,09/16/2013 08:53:00,720.1743954,1,1,0,2.680099726,0,0,0,0,-3.2568E-05,0,0,0,0
13,780.1889404,09/16/2013 08:54:00,780.1889407,1,1,0,2.680262566,0,0,0,0,6.51836E-05,0,0,0,0
14,840.2034897,09/16/2013 08:55:00,840.2034899,1,1,0,2.680099726,0,0,0,0,0,0,0,0,0
15,900.2180952,09/16/2013 08:56:00,900.2180955,1,1,0,2.680262566,0,0,0,0,0,0,0,0,0
16,960.232583,09/16/2013 08:57:00,960.2325833,1,1,0,2.680099726,0,0,0,0,-3.2568E-05,0,0,0,0
17,1020.247118,09/16/2013 08:58:00,1020.247119,1,1,0,2.680262566,0,0,0,0,3.2568E-05,0,0,0,0
18,1080.261669,09/16/2013 08:59:00,1080.261669,1,1,0,2.680099726,0,0,0,0,0,0,0,0,0
19,1140.276199,09/16/2013 09:00:00,1140.276199,1,1,0,2.680262566,0,0,0,0,-3.26157E-05,0,0,0,0
20,1200.290752,09/16/2013 09:01:00,1200.290752,1,1,0,2.680262566,0,0,0,0,3.2568E-05,0,0,0,0
