Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,60.00488213,11/07/2013 16:41:45,59.96743618,1,1,0,2.281369925,0,0,0,0,3.26157E-05,0,0,0,0
2,120.0201569,11/07/2013 16:42:45,119.9827109,1,1,0,2.281858683,0,0,0,0,-3.26157E-05,0,0,0,0
3,180.032908,11/07/2013 16:43:45,179.9954621,1,1,0,2.282673359,0,0,0,0,0,0,0,0,0
4,240.0469607,11/07/2013 16:44:45,240.0095147,1,1,0,2.283488274,0,0,0,0,3.26157E-05,0,0,0,0
5,300.0610502,11/07/2013 16:45:45,300.0236043,1,1,0,2.284139872,0,0,0,0,3.2568E-05,0,0,0,0
6,360.0751949,11/07/2013 16:46:45,360.037749,1,1,0,2.284628868,0,0,0,0,0,0,0,0,0
7,420.0892077,11/07/2013 16:47:45,420.0517618,1,1,0,2.285443544,0,0,0,0,0,0,0,0,0
8,480.1032901,11/07/2013 16:48:45,480.0658442,1,1,0,2.286258221,0,0,0,0,9.77516E-05,0,0,0,0
9,540.1174146,11/07/2013 16:49:45,540.0799686,1,1,0,2.286584139,0,0,0,0,3.2568E-05,0,0,0,0
10,600.1315167,11/07/2013 16:50:45,600.0940707,1,1,0,2.287235975,0,0,0,0,0,0,0,0,0
11,660.1455233,11/07/2013 16:51:45,660.1080774,1,1,0,2.287561893,0,0,0,0,-3.2568E-05,0,0,0,0
12,720.1596367,11/07/2013 16:52:45,720.1221907,1,1,0,2.28821373,0,0,0,0,-3.2568E-05,0,0,0,0
13,780.1736671,11/07/2013 16:53:45,780.1362212,1,1,0,2.289028406,0,0,0,0,6.51836E-05,0,0,0,0
14,840.1877553,11/07/2013 16:54:45,840.1503094,1,1,0,2.289354324,0,0,0,0,6.51836E-05,0,0,0,0
15,900.2018794,11/07/2013 16:55:45,900.1644335,1,1,0,2.289680243,0,0,0,0,3.26157E-05,0,0,0,0
16,960.215942,11/07/2013 16:56:45,960.178496,1,1,0,2.290005922,0,0,0,0,0,0,0,0,0
17,1020.22998,11/07/2013 16:57:45,1020.192534,1,1,0,2.290331841,0,0,0,0,0,0,0,0,0
18,1080.244251,11/07/2013 16:58:45,1080.206805,1,1,0,2.290494919,0,0,0,0,0,0,0,0,0
19,1140.258122,11/07/2013 16:59:45,1140.220676,1,1,0,2.291146755,0,0,0,0,0,0,0,0,0
20,1200.272327,11/07/2013 17:00:45,1200.234881,1,1,0,2.291309595,0,0,0,0,0,0,0,0,0
21,1260.28629,11/07/2013 17:01:45,1260.248844,1,1,0,2.291798353,0,0,0,0,0,0,0,0,0
22,1320.301298,11/07/2013 17:02:45,1320.263852,1,1,0,2.292124271,0,0,0,0,0,0,0,0,0
23,1380.314515,11/07/2013 17:03:45,1380.277069,1,1,0,2.29228735,0,0,0,0,3.26157E-05,0,0,0,0
24,1440.328577,11/07/2013 17:04:45,1440.291131,1,1,0,2.292613268,0,0,0,0,0,0,0,0,0
25,1500.342653,11/07/2013 17:05:45,1500.305207,1,1,0,2.292776108,0,0,0,0,3.2568E-05,0,0,0,0
26,1560.356722,11/07/2013 17:06:45,1560.319276,1,1,0,2.293102026,0,0,0,0,0,0,0,0,0
27,1620.370726,11/07/2013 17:07:45,1620.33328,1,1,0,2.293264866,0,0,0,0,3.2568E-05,0,0,0,0
28,1680.384812,11/07/2013 17:08:45,1680.347366,1,1,0,2.293264866,0,0,0,0,-3.26157E-05,0,0,0,0
29,1740.398872,11/07/2013 17:09:45,1740.361426,1,1,0,2.293590784,0,0,0,0,0,0,0,0,0
30,1800.412952,11/07/2013 17:10:46,1800.375506,1,1,0,2.293916702,0,0,0,0,3.2568E-05,0,0,0,0
31,1860.427011,11/07/2013 17:11:46,1860.389565,1,1,0,2.293916702,0,0,0,0,-3.26157E-05,0,0,0,0
32,1920.441087,11/07/2013 17:12:46,1920.403641,1,1,0,2.294079781,0,0,0,0,3.26157E-05,0,0,0,0
33,1980.455223,11/07/2013 17:13:46,1980.417777,1,1,0,2.294405699,0,0,0,0,0,0,0,0,0
34,2040.469245,11/07/2013 17:14:46,2040.431799,1,1,0,2.294568539,0,0,0,0,0,0,0,0,0
35,2100.483322,11/07/2013 17:15:46,2100.445876,1,1,0,2.294731379,0,0,0,0,0,0,0,0,0
36,2160.497382,11/07/2013 17:16:46,2160.459936,1,1,0,2.294894457,0,0,0,0,-6.51836E-05,0,0,0,0
37,2220.511445,11/07/2013 17:17:46,2220.473999,1,1,0,2.294894457,0,0,0,0,-3.2568E-05,0,0,0,0
38,2280.525521,11/07/2013 17:18:46,2280.488075,1,1,0,2.295546293,0,0,0,0,6.51836E-05,0,0,0,0
39,2340.539667,11/07/2013 17:19:46,2340.502221,1,1,0,2.295546293,0,0,0,0,0,0,0,0,0
40,2400.553652,11/07/2013 17:20:46,2400.516207,1,1,0,2.295546293,0,0,0,0,0,0,0,0,0
41,2460.567717,11/07/2013 17:21:46,2460.530271,1,1,0,2.295546293,0,0,0,0,0,0,0,0,0
42,2520.582743,11/07/2013 17:22:46,2520.545297,1,1,0,2.296035051,0,0,0,0,3.2568E-05,0,0,0,0
43,2580.595877,11/07/2013 17:23:46,2580.558431,1,1,0,2.296197891,0,0,0,0,3.2568E-05,0,0,0,0
44,2640.609922,11/07/2013 17:24:46,2640.572476,1,1,0,2.296197891,0,0,0,0,0,0,0,0,0
45,2700.624058,11/07/2013 17:25:46,2700.586612,1,1,0,2.29636097,0,0,0,0,6.51836E-05,0,0,0,0
46,2760.638075,11/07/2013 17:26:46,2760.600629,1,1,0,2.296523809,0,0,0,0,0,0,0,0,0
47,2820.6522,11/07/2013 17:27:46,2820.614754,1,1,0,2.296523809,0,0,0,0,0,0,0,0,0
48,2880.666195,11/07/2013 17:28:46,2880.628749,1,1,0,2.296523809,0,0,0,0,-3.26157E-05,0,0,0,0
49,2940.680364,11/07/2013 17:29:46,2940.642918,1,1,0,2.297012806,0,0,0,0,3.26157E-05,0,0,0,0
50,3000.69557,11/07/2013 17:30:46,3000.658124,1,1,0,2.297012806,0,0,0,0,0,0,0,0,0
51,3060.708475,11/07/2013 17:31:46,3060.671029,1,1,0,2.297175646,0,0,0,0,3.2568E-05,0,0,0,0
52,3120.722472,11/07/2013 17:32:46,3120.685026,1,1,0,2.297012806,0,0,0,0,-3.2568E-05,0,0,0,0
53,3180.736604,11/07/2013 17:33:46,3180.699158,1,1,0,2.297501564,0,0,0,0,0,0,0,0,0
54,3240.750617,11/07/2013 17:34:46,3240.713171,1,1,0,2.297501564,0,0,0,0,3.2568E-05,0,0,0,0
55,3300.764679,11/07/2013 17:35:46,3300.727233,1,1,0,2.297501564,0,0,0,0,-3.2568E-05,0,0,0,0
56,3360.778784,11/07/2013 17:36:46,3360.741338,1,1,0,2.297827482,0,0,0,0,0,0,0,0,0
57,3420.792898,11/07/2013 17:37:46,3420.755452,1,1,0,2.297827482,0,0,0,0,0,0,0,0,0
58,3480.806971,11/07/2013 17:38:46,3480.769525,1,1,0,2.297990322,0,0,0,0,3.2568E-05,0,0,0,0
59,3540.820979,11/07/2013 17:39:46,3540.783533,1,1,0,2.2981534,0,0,0,0,0,0,0,0,0
60,3600.835107,11/07/2013 17:40:46,3600.797661,1,1,0,2.2981534,0,0,0,0,3.26157E-05,0,0,0,0
61,3660.849105,11/07/2013 17:41:46,3660.811659,1,1,0,2.29831624,0,0,0,0,0,0,0,0,0
62,3720.863882,11/07/2013 17:42:46,3720.826436,1,1,0,2.29831624,0,0,0,0,0,0,0,0,0
63,3780.877266,11/07/2013 17:43:46,3780.83982,1,1,0,2.29831624,0,0,0,0,-3.26157E-05,0,0,0,0
64,3840.891312,11/07/2013 17:44:46,3840.853866,1,1,0,2.298642159,0,0,0,0,0,0,0,0,0
65,3900.905386,11/07/2013 17:45:46,3900.86794,1,1,0,2.298642159,0,0,0,0,0,0,0,0,0
66,3960.919452,11/07/2013 17:46:46,3960.882006,1,1,0,2.298805237,0,0,0,0,-3.2568E-05,0,0,0,0
67,4020.933544,11/07/2013 17:47:46,4020.896098,1,1,0,2.298968077,0,0,0,0,3.2568E-05,0,0,0,0
68,4080.947588,11/07/2013 17:48:46,4080.910142,1,1,0,2.298805237,0,0,0,0,0,0,0,0,0
