Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,60.00316765,09/16/2013 14:44:52,59.9521604,1,1,0,2.126245022,0,0,0,0,0,0,0,0,0
2,120.0177363,09/16/2013 14:45:52,119.966729,1,1,0,2.127548456,0,0,0,0,0,0,0,0,0
3,180.0323301,09/16/2013 14:46:52,179.981323,1,1,0,2.129014969,0,0,0,0,0,0,0,0,0
4,240.0468247,09/16/2013 14:47:52,239.9958174,1,1,0,2.130481482,0,0,0,0,-3.26157E-05,0,0,0,0
5,300.0612706,09/16/2013 14:48:52,300.0102635,1,1,0,2.131947994,0,0,0,0,3.2568E-05,0,0,0,0
6,360.0759345,09/16/2013 14:49:52,360.0249272,1,1,0,2.133088589,0,0,0,0,0,0,0,0,0
7,420.090484,09/16/2013 14:50:53,420.0394768,1,1,0,2.134555101,0,0,0,0,3.2568E-05,0,0,0,0
8,480.1050349,09/16/2013 14:51:53,480.0540277,1,1,0,2.136021614,0,0,0,0,3.2568E-05,0,0,0,0
9,540.1196598,09/16/2013 14:52:53,540.0686526,1,1,0,2.137162447,0,0,0,0,0,0,0,0,0
10,600.1342351,09/16/2013 14:53:53,600.0832279,1,1,0,2.138465881,0,0,0,0,6.51836E-05,0,0,0,0
11,660.1487122,09/16/2013 14:54:53,660.097705,1,1,0,2.139443636,0,0,0,0,0,0,0,0,0
12,720.1632531,09/16/2013 14:55:53,720.1122459,1,1,0,2.14074707,0,0,0,0,0,0,0,0,0
13,780.1778106,09/16/2013 14:56:53,780.1268034,1,1,0,2.142050743,0,0,0,0,0,0,0,0,0
14,840.1924489,09/16/2013 14:57:53,840.1414417,1,1,0,2.143354177,0,0,0,0,6.5136E-05,0,0,0,0
15,900.2069925,09/16/2013 14:58:53,900.1559853,1,1,0,2.144169092,0,0,0,0,0,0,0,0,0
16,960.2214683,09/16/2013 14:59:53,960.1704611,1,1,0,2.145635605,0,0,0,0,3.26157E-05,0,0,0,0
17,1020.23742,09/16/2013 15:00:53,1020.186413,1,1,0,2.146613121,0,0,0,0,3.2568E-05,0,0,0,0
18,1080.23824,09/16/2013 15:01:53,1080.187233,1,1,0,2.147590876,0,0,0,0,3.2568E-05,0,0,0,0
19,1140.249577,09/16/2013 15:02:53,1140.19857,1,1,0,2.148405552,0,0,0,0,3.2568E-05,0,0,0,0
20,1200.264103,09/16/2013 15:03:53,1200.213096,1,1,0,2.149709225,0,0,0,0,0,0,0,0,0
