Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,60.00521255,09/13/2013 09:01:39,59.96761283,1,1,0,3.58494091,0,0,0,0,-3.2568E-05,0,0,0,0
2,120.0197584,09/13/2013 09:02:39,119.9821588,1,1,0,3.58510375,0,0,0,0,3.2568E-05,0,0,0,0
3,180.0344134,09/13/2013 09:03:39,179.9968138,1,1,0,3.58494091,0,0,0,0,6.51836E-05,0,0,0,0
4,240.0489419,09/13/2013 09:04:39,240.0113422,1,1,0,3.58477807,0,0,0,0,-3.2568E-05,0,0,0,0
5,300.0635352,09/13/2013 09:05:39,300.0259356,1,1,0,3.58477807,0,0,0,0,-3.2568E-05,0,0,0,0
6,360.0782432,09/13/2013 09:06:39,360.0406436,1,1,0,3.58510375,0,0,0,0,3.2568E-05,0,0,0,0
7,420.0927695,09/13/2013 09:07:39,420.0551698,1,1,0,3.58477807,0,0,0,0,-6.5136E-05,0,0,0,0
8,480.1072846,09/13/2013 09:08:39,480.0696849,1,1,0,3.58494091,0,0,0,0,3.2568E-05,0,0,0,0
9,540.1218784,09/13/2013 09:09:39,540.0842786,1,1,0,3.58477807,0,0,0,0,0,0,0,0,0
10,600.1364499,09/13/2013 09:10:39,600.0988502,1,1,0,3.58510375,0,0,0,0,3.2568E-05,0,0,0,0
11,660.1510466,09/13/2013 09:11:40,660.1134469,1,1,0,3.58477807,0,0,0,0,3.26157E-05,0,0,0,0
12,720.1656099,09/13/2013 09:12:40,720.1280101,1,1,0,3.584614992,0,0,0,0,-6.51836E-05,0,0,0,0
13,780.1803289,09/13/2013 09:13:40,780.1427292,1,1,0,3.58477807,0,0,0,0,3.26157E-05,0,0,0,0
14,840.1807439,09/13/2013 09:14:40,840.1431443,1,1,0,3.58477807,0,0,0,0,0,0,0,0,0
15,900.1938099,09/13/2013 09:15:40,900.1562102,1,1,0,3.58494091,0,0,0,0,0,0,0,0,0
16,960.2083374,09/13/2013 09:16:40,960.1707377,1,1,0,3.584614992,0,0,0,0,-6.51836E-05,0,0,0,0
17,1020.222937,09/13/2013 09:17:40,1020.185338,1,1,0,3.58494091,0,0,0,0,6.51836E-05,0,0,0,0
18,1080.238564,09/13/2013 09:18:40,1080.200965,1,1,0,3.58477807,0,0,0,0,3.26157E-05,0,0,0,0
19,1140.252104,09/13/2013 09:19:40,1140.214505,1,1,0,3.584452152,0,0,0,0,-3.2568E-05,0,0,0,0
20,1200.266689,09/13/2013 09:20:40,1200.229089,1,1,0,3.58477807,0,0,0,0,3.26157E-05,0,0,0,0
21,1260.281306,09/13/2013 09:21:40,1260.243707,1,1,0,3.58510375,0,0,0,0,6.5136E-05,0,0,0,0
22,1320.295877,09/13/2013 09:22:40,1320.258277,1,1,0,3.58477807,0,0,0,0,3.26157E-05,0,0,0,0
23,1380.310461,09/13/2013 09:23:40,1380.272861,1,1,0,3.58477807,0,0,0,0,0,0,0,0,0
24,1440.325127,09/13/2013 09:24:40,1440.287527,1,1,0,3.584452152,0,0,0,0,-3.2568E-05,0,0,0,0
25,1500.339877,09/13/2013 09:25:40,1500.302277,1,1,0,3.58494091,0,0,0,0,3.2568E-05,0,0,0,0
26,1560.354228,09/13/2013 09:26:40,1560.316628,1,1,0,3.58477807,0,0,0,0,3.26157E-05,0,0,0,0
27,1620.368873,09/13/2013 09:27:40,1620.331273,1,1,0,3.584614992,0,0,0,0,-6.51836E-05,0,0,0,0
28,1680.383183,09/13/2013 09:28:40,1680.345583,1,1,0,3.58494091,0,0,0,0,9.77516E-05,0,0,0,0
29,1740.398043,09/13/2013 09:29:40,1740.360443,1,1,0,3.584452152,0,0,0,0,-6.51836E-05,0,0,0,0
30,1800.412571,09/13/2013 09:30:40,1800.374971,1,1,0,3.584614992,0,0,0,0,-3.26157E-05,0,0,0,0
31,1860.427153,09/13/2013 09:31:40,1860.389553,1,1,0,3.584452152,0,0,0,0,-9.77516E-05,0,0,0,0
32,1920.441749,09/13/2013 09:32:40,1920.404149,1,1,0,3.584614992,0,0,0,0,0,0,0,0,0
33,1980.456336,09/13/2013 09:33:40,1980.418736,1,1,0,3.584614992,0,0,0,0,0,0,0,0,0
34,2040.470929,09/13/2013 09:34:40,2040.433329,1,1,0,3.584614992,0,0,0,0,-6.51836E-05,0,0,0,0
35,2100.485593,09/13/2013 09:35:40,2100.447993,1,1,0,3.58477807,0,0,0,0,0,0,0,0,0
36,2160.500188,09/13/2013 09:36:40,2160.462588,1,1,0,3.584614992,0,0,0,0,0,0,0,0,0
37,2220.514695,09/13/2013 09:37:40,2220.477095,1,1,0,3.584452152,0,0,0,0,-6.51836E-05,0,0,0,0
38,2280.530317,09/13/2013 09:38:40,2280.492717,1,1,0,3.584614992,0,0,0,0,-3.26157E-05,0,0,0,0
39,2340.543889,09/13/2013 09:39:40,2340.506289,1,1,0,3.584614992,0,0,0,0,0,0,0,0,0
40,2400.558488,09/13/2013 09:40:40,2400.520889,1,1,0,3.58477807,0,0,0,0,0,0,0,0,0
41,2460.573072,09/13/2013 09:41:40,2460.535473,1,1,0,3.58494091,0,0,0,0,3.2568E-05,0,0,0,0
42,2520.587703,09/13/2013 09:42:40,2520.550103,1,1,0,3.584452152,0,0,0,0,-3.2568E-05,0,0,0,0
43,2580.602254,09/13/2013 09:43:40,2580.564655,1,1,0,3.584614992,0,0,0,0,3.2568E-05,0,0,0,0
44,2640.616946,09/13/2013 09:44:40,2640.579346,1,1,0,3.584452152,0,0,0,0,3.26157E-05,0,0,0,0
45,2700.63144,09/13/2013 09:45:40,2700.593841,1,1,0,3.58477807,0,0,0,0,3.26157E-05,0,0,0,0
46,2760.646149,09/13/2013 09:46:40,2760.608549,1,1,0,3.584614992,0,0,0,0,0,0,0,0,0
47,2820.660652,09/13/2013 09:47:40,2820.623053,1,1,0,3.584614992,0,0,0,0,3.2568E-05,0,0,0,0
48,2880.675216,09/13/2013 09:48:40,2880.637616,1,1,0,3.584452152,0,0,0,0,-3.2568E-05,0,0,0,0
49,2940.689814,09/13/2013 09:49:40,2940.652214,1,1,0,3.584614992,0,0,0,0,3.2568E-05,0,0,0,0
50,3000.704392,09/13/2013 09:50:40,3000.666792,1,1,0,3.584614992,0,0,0,0,3.2568E-05,0,0,0,0
51,3060.719034,09/13/2013 09:51:40,3060.681434,1,1,0,3.584614992,0,0,0,0,0,0,0,0,0
52,3120.733624,09/13/2013 09:52:40,3120.696024,1,1,0,3.584452152,0,0,0,0,-6.51836E-05,0,0,0,0
53,3180.748196,09/13/2013 09:53:40,3180.710597,1,1,0,3.584452152,0,0,0,0,-3.2568E-05,0,0,0,0
54,3240.762728,09/13/2013 09:54:40,3240.725128,1,1,0,3.584452152,0,0,0,0,0,0,0,0,0
55,3300.777315,09/13/2013 09:55:40,3300.739715,1,1,0,3.58477807,0,0,0,0,3.26157E-05,0,0,0,0
56,3360.791985,09/13/2013 09:56:40,3360.754385,1,1,0,3.584452152,0,0,0,0,-3.2568E-05,0,0,0,0
57,3420.806484,09/13/2013 09:57:40,3420.768885,1,1,0,3.58477807,0,0,0,0,6.51836E-05,0,0,0,0
58,3480.821162,09/13/2013 09:58:40,3480.783563,1,1,0,3.584452152,0,0,0,0,3.26157E-05,0,0,0,0
59,3540.821177,09/13/2013 09:59:40,3540.783577,1,1,0,3.584289074,0,0,0,0,-3.26157E-05,0,0,0,0
60,3600.834642,09/13/2013 10:00:40,3600.797043,1,1,0,3.584452152,0,0,0,0,-3.2568E-05,0,0,0,0
61,3660.849295,09/13/2013 10:01:40,3660.811695,1,1,0,3.584289074,0,0,0,0,-3.26157E-05,0,0,0,0
62,3720.863902,09/13/2013 10:02:40,3720.826303,1,1,0,3.584614992,0,0,0,0,3.2568E-05,0,0,0,0
63,3780.878506,09/13/2013 10:03:40,3780.840907,1,1,0,3.584452152,0,0,0,0,0,0,0,0,0
64,3840.893007,09/13/2013 10:04:40,3840.855407,1,1,0,3.584452152,0,0,0,0,3.26157E-05,0,0,0,0
65,3900.907583,09/13/2013 10:05:40,3900.869983,1,1,0,3.584614992,0,0,0,0,6.51836E-05,0,0,0,0
66,3960.921941,09/13/2013 10:06:40,3960.884341,1,1,0,3.584614992,0,0,0,0,3.2568E-05,0,0,0,0
67,4020.936878,09/13/2013 10:07:40,4020.899278,1,1,0,3.584289074,0,0,0,0,0,0,0,0,0
