Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,60.00319198,11/11/2013 08:54:46,59.96582338,1,1,0,3.35355711,0,0,0,0,6.51836E-05,0,0,0,0
2,120.0173348,11/11/2013 08:55:46,119.9799663,1,1,0,3.35371995,0,0,0,0,3.2568E-05,0,0,0,0
3,180.0313267,11/11/2013 08:56:46,179.9939581,1,1,0,3.354045868,0,0,0,0,-3.26157E-05,0,0,0,0
4,240.0453787,11/11/2013 08:57:46,240.0080101,1,1,0,3.354371786,0,0,0,0,0,0,0,0,0
5,300.0594083,11/11/2013 08:58:46,300.0220397,1,1,0,3.354534626,0,0,0,0,0,0,0,0,0
6,360.0734495,11/11/2013 08:59:46,360.0360809,1,1,0,3.354697704,0,0,0,0,0,0,0,0,0
7,420.0875127,11/11/2013 09:00:46,420.050144,1,1,0,3.354534626,0,0,0,0,-3.26157E-05,0,0,0,0
8,480.1015461,11/11/2013 09:01:46,480.0641775,1,1,0,3.354697704,0,0,0,0,3.26157E-05,0,0,0,0
9,540.1155935,11/11/2013 09:02:46,540.0782249,1,1,0,3.354697704,0,0,0,0,3.26157E-05,0,0,0,0
10,600.1296322,11/11/2013 09:03:46,600.0922636,1,1,0,3.354534626,0,0,0,0,0,0,0,0,0
11,660.1437668,11/11/2013 09:04:46,660.1063981,1,1,0,3.354371786,0,0,0,0,-6.51836E-05,0,0,0,0
12,720.1577292,11/11/2013 09:05:46,720.1203606,1,1,0,3.354208946,0,0,0,0,-3.2568E-05,0,0,0,0
13,780.1718188,11/11/2013 09:06:46,780.1344502,1,1,0,3.354045868,0,0,0,0,-6.51836E-05,0,0,0,0
14,840.1858402,11/11/2013 09:07:46,840.1484716,1,1,0,3.354045868,0,0,0,0,3.2568E-05,0,0,0,0
15,900.1999065,11/11/2013 09:08:46,900.1625378,1,1,0,3.35371995,0,0,0,0,-3.26157E-05,0,0,0,0
16,960.2140047,11/11/2013 09:09:46,960.176636,1,1,0,3.35355711,0,0,0,0,0,0,0,0,0
17,1020.227973,11/11/2013 09:10:46,1020.190604,1,1,0,3.35355711,0,0,0,0,0,0,0,0,0
18,1080.242023,11/11/2013 09:11:46,1080.204654,1,1,0,3.353231192,0,0,0,0,3.26157E-05,0,0,0,0
19,1140.256092,11/11/2013 09:12:46,1140.218723,1,1,0,3.353231192,0,0,0,0,0,0,0,0,0
20,1200.270127,11/11/2013 09:13:46,1200.232758,1,1,0,3.352905273,0,0,0,0,0,0,0,0,0
21,1260.284169,11/11/2013 09:14:46,1260.2468,1,1,0,3.352579355,0,0,0,0,-3.26157E-05,0,0,0,0
22,1320.298215,11/11/2013 09:15:46,1320.260846,1,1,0,3.352742434,0,0,0,0,3.26157E-05,0,0,0,0
23,1380.312288,11/11/2013 09:16:46,1380.274919,1,1,0,3.352253437,0,0,0,0,0,0,0,0,0
24,1440.326316,11/11/2013 09:17:46,1440.288947,1,1,0,3.352090597,0,0,0,0,-3.2568E-05,0,0,0,0
25,1500.340371,11/11/2013 09:18:46,1500.303002,1,1,0,3.351927519,0,0,0,0,-3.26157E-05,0,0,0,0
26,1560.354476,11/11/2013 09:19:46,1560.317108,1,1,0,3.351927519,0,0,0,0,0,0,0,0,0
27,1620.368587,11/11/2013 09:20:46,1620.331219,1,1,0,3.351927519,0,0,0,0,3.2568E-05,0,0,0,0
28,1680.382586,11/11/2013 09:21:46,1680.345217,1,1,0,3.351438761,0,0,0,0,-3.2568E-05,0,0,0,0
29,1740.396554,11/11/2013 09:22:46,1740.359186,1,1,0,3.351438761,0,0,0,0,-3.2568E-05,0,0,0,0
30,1800.410692,11/11/2013 09:23:46,1800.373323,1,1,0,3.351438761,0,0,0,0,3.2568E-05,0,0,0,0
31,1860.424659,11/11/2013 09:24:46,1860.38729,1,1,0,3.351112843,0,0,0,0,-3.26157E-05,0,0,0,0
32,1920.438703,11/11/2013 09:25:46,1920.401334,1,1,0,3.351275921,0,0,0,0,3.26157E-05,0,0,0,0
33,1980.452752,11/11/2013 09:26:46,1980.415384,1,1,0,3.350950003,0,0,0,0,0,0,0,0,0
34,2040.466819,11/11/2013 09:27:46,2040.42945,1,1,0,3.350950003,0,0,0,0,-3.2568E-05,0,0,0,0
35,2100.480939,11/11/2013 09:28:46,2100.443571,1,1,0,3.350950003,0,0,0,0,0,0,0,0,0
36,2160.494901,11/11/2013 09:29:46,2160.457532,1,1,0,3.350786924,0,0,0,0,0,0,0,0,0
37,2220.508974,11/11/2013 09:30:46,2220.471606,1,1,0,3.350624084,0,0,0,0,3.26157E-05,0,0,0,0
38,2280.523058,11/11/2013 09:31:46,2280.48569,1,1,0,3.350786924,0,0,0,0,3.2568E-05,0,0,0,0
39,2340.537057,11/11/2013 09:32:46,2340.499688,1,1,0,3.350298166,0,0,0,0,-6.51836E-05,0,0,0,0
40,2400.551098,11/11/2013 09:33:46,2400.51373,1,1,0,3.350298166,0,0,0,0,0,0,0,0,0
41,2460.565152,11/11/2013 09:34:46,2460.527783,1,1,0,3.350461006,0,0,0,0,3.2568E-05,0,0,0,0
42,2520.579201,11/11/2013 09:35:46,2520.541833,1,1,0,3.350461006,0,0,0,0,6.51836E-05,0,0,0,0
43,2580.593261,11/11/2013 09:36:46,2580.555892,1,1,0,3.350135088,0,0,0,0,-3.26157E-05,0,0,0,0
44,2640.607351,11/11/2013 09:37:46,2640.569983,1,1,0,3.350135088,0,0,0,0,3.2568E-05,0,0,0,0
45,2700.621356,11/11/2013 09:38:46,2700.583988,1,1,0,3.350298166,0,0,0,0,0,0,0,0,0
46,2760.635542,11/11/2013 09:39:46,2760.598173,1,1,0,3.349809408,0,0,0,0,0,0,0,0,0
47,2820.649473,11/11/2013 09:40:46,2820.612104,1,1,0,3.349972248,0,0,0,0,0,0,0,0,0
48,2880.663577,11/11/2013 09:41:46,2880.626208,1,1,0,3.349972248,0,0,0,0,3.2568E-05,0,0,0,0
49,2940.677561,11/11/2013 09:42:46,2940.640192,1,1,0,3.349809408,0,0,0,0,0,0,0,0,0
50,3000.691733,11/11/2013 09:43:46,3000.654364,1,1,0,3.349972248,0,0,0,0,3.2568E-05,0,0,0,0
51,3060.705688,11/11/2013 09:44:46,3060.66832,1,1,0,3.349809408,0,0,0,0,-3.2568E-05,0,0,0,0
52,3120.719729,11/11/2013 09:45:46,3120.68236,1,1,0,3.34948349,0,0,0,0,-6.51836E-05,0,0,0,0
53,3180.733812,11/11/2013 09:46:46,3180.696444,1,1,0,3.34964633,0,0,0,0,0,0,0,0,0
54,3240.747841,11/11/2013 09:47:46,3240.710473,1,1,0,3.34948349,0,0,0,0,-3.2568E-05,0,0,0,0
55,3300.761895,11/11/2013 09:48:46,3300.724526,1,1,0,3.34948349,0,0,0,0,0,0,0,0,0
56,3360.775946,11/11/2013 09:49:46,3360.738578,1,1,0,3.34948349,0,0,0,0,0,0,0,0,0
57,3420.790021,11/11/2013 09:50:46,3420.752653,1,1,0,3.349320412,0,0,0,0,0,0,0,0,0
58,3480.804058,11/11/2013 09:51:47,3480.766689,1,1,0,3.349320412,0,0,0,0,-3.26157E-05,0,0,0,0
