Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,60.00572786,10/30/2013 09:30:04,59.96789788,1,1,0,3.38337636,0,0,0,0,0,0,0,0,0
2,120.0200146,10/30/2013 09:31:04,119.9821846,1,1,0,3.38370204,0,0,0,0,-3.26157E-05,0,0,0,0
3,180.034521,10/30/2013 09:32:04,179.9966909,1,1,0,3.383865118,0,0,0,0,-6.51836E-05,0,0,0,0
4,240.0490707,10/30/2013 09:33:04,240.0112406,1,1,0,3.383865118,0,0,0,0,-6.51836E-05,0,0,0,0
5,300.0635735,10/30/2013 09:34:04,300.0257434,1,1,0,3.384516954,0,0,0,0,3.26157E-05,0,0,0,0
6,360.0781113,10/30/2013 09:35:04,360.0402812,1,1,0,3.384516954,0,0,0,0,3.26157E-05,0,0,0,0
7,420.0926227,10/30/2013 09:36:04,420.0547926,1,1,0,3.384679794,0,0,0,0,0,0,0,0,0
8,480.1073281,10/30/2013 09:37:04,480.069498,1,1,0,3.384679794,0,0,0,0,3.2568E-05,0,0,0,0
9,540.1217321,10/30/2013 09:38:04,540.083902,1,1,0,3.384679794,0,0,0,0,3.2568E-05,0,0,0,0
10,600.1362057,10/30/2013 09:39:04,600.0983756,1,1,0,3.384516954,0,0,0,0,0,0,0,0,0
11,660.1508053,10/30/2013 09:40:04,660.1129753,1,1,0,3.384353876,0,0,0,0,-3.26157E-05,0,0,0,0
12,720.1652378,10/30/2013 09:41:04,720.1274078,1,1,0,3.384353876,0,0,0,0,0,0,0,0,0
13,780.1797656,10/30/2013 09:42:04,780.1419355,1,1,0,3.384191036,0,0,0,0,-3.2568E-05,0,0,0,0
14,840.1942958,10/30/2013 09:43:04,840.1564657,1,1,0,3.384027958,0,0,0,0,0,0,0,0,0
15,900.2088157,10/30/2013 09:44:04,900.1709856,1,1,0,3.383865118,0,0,0,0,3.26157E-05,0,0,0,0
16,960.2233398,10/30/2013 09:45:04,960.1855097,1,1,0,3.38370204,0,0,0,0,0,0,0,0,0
17,1020.237854,10/30/2013 09:46:04,1020.200024,1,1,0,3.3835392,0,0,0,0,0,0,0,0,0
18,1080.252442,10/30/2013 09:47:04,1080.214612,1,1,0,3.38337636,0,0,0,0,0,0,0,0,0
19,1140.266976,10/30/2013 09:48:04,1140.229146,1,1,0,3.383213282,0,0,0,0,0,0,0,0,0
20,1200.281509,10/30/2013 09:49:04,1200.243679,1,1,0,3.382724524,0,0,0,0,-6.51836E-05,0,0,0,0
21,1260.295987,10/30/2013 09:50:04,1260.258157,1,1,0,3.382887363,0,0,0,0,6.51836E-05,0,0,0,0
22,1320.310473,10/30/2013 09:51:04,1320.272642,1,1,0,3.382398605,0,0,0,0,0,0,0,0,0
23,1380.324997,10/30/2013 09:52:04,1380.287167,1,1,0,3.382072687,0,0,0,0,-3.2568E-05,0,0,0,0
24,1440.339526,10/30/2013 09:53:04,1440.301696,1,1,0,3.381909847,0,0,0,0,0,0,0,0,0
25,1500.354122,10/30/2013 09:54:04,1500.316292,1,1,0,3.381746769,0,0,0,0,0,0,0,0,0
26,1560.368627,10/30/2013 09:55:04,1560.330797,1,1,0,3.381420851,0,0,0,0,0,0,0,0,0
27,1620.383092,10/30/2013 09:56:04,1620.345262,1,1,0,3.381258011,0,0,0,0,-3.2568E-05,0,0,0,0
28,1680.397668,10/30/2013 09:57:04,1680.359838,1,1,0,3.380769014,0,0,0,0,-3.26157E-05,0,0,0,0
29,1740.412133,10/30/2013 09:58:04,1740.374303,1,1,0,3.380769014,0,0,0,0,-3.26157E-05,0,0,0,0
30,1800.426659,10/30/2013 09:59:04,1800.388829,1,1,0,3.380769014,0,0,0,0,0,0,0,0,0
31,1860.441256,10/30/2013 10:00:04,1860.403426,1,1,0,3.380443096,0,0,0,0,0,0,0,0,0
32,1920.455779,10/30/2013 10:01:04,1920.417949,1,1,0,3.380117416,0,0,0,0,3.26157E-05,0,0,0,0
33,1980.470224,10/30/2013 10:02:04,1980.432393,1,1,0,3.380117416,0,0,0,0,6.51836E-05,0,0,0,0
34,2040.488397,10/30/2013 10:03:04,2040.450567,1,1,0,3.379791498,0,0,0,0,3.26157E-05,0,0,0,0
35,2100.499352,10/30/2013 10:04:04,2100.461522,1,1,0,3.37946558,0,0,0,0,3.26157E-05,0,0,0,0
36,2160.513809,10/30/2013 10:05:04,2160.475979,1,1,0,3.37946558,0,0,0,0,-3.2568E-05,0,0,0,0
