Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,60.00402183,09/18/2013 14:43:35,59.96667665,1,1,0,3.598628521,0,0,0,0,3.26157E-05,0,0,0,0
2,120.0186761,09/18/2013 14:44:35,119.981331,1,1,0,3.598302603,0,0,0,0,-6.51836E-05,0,0,0,0
3,180.0330567,09/18/2013 14:45:35,179.9957114,1,1,0,3.598791361,0,0,0,0,3.2568E-05,0,0,0,0
4,240.0475957,09/18/2013 14:46:35,240.0102504,1,1,0,3.598465443,0,0,0,0,-3.26157E-05,0,0,0,0
5,300.0621742,09/18/2013 14:47:35,300.024829,1,1,0,3.598791361,0,0,0,0,0,0,0,0,0
6,360.0767474,09/18/2013 14:48:35,360.0394021,1,1,0,3.598628521,0,0,0,0,-3.2568E-05,0,0,0,0
7,420.0912907,09/18/2013 14:49:35,420.0539455,1,1,0,3.598628521,0,0,0,0,-3.2568E-05,0,0,0,0
8,480.1058918,09/18/2013 14:50:35,480.0685465,1,1,0,3.598791361,0,0,0,0,6.51836E-05,0,0,0,0
9,540.1205271,09/18/2013 14:51:35,540.0831819,1,1,0,3.598465443,0,0,0,0,-6.51836E-05,0,0,0,0
10,600.1349745,09/18/2013 14:52:35,600.0976292,1,1,0,3.598465443,0,0,0,0,-3.26157E-05,0,0,0,0
11,660.1495365,09/18/2013 14:53:35,660.1121912,1,1,0,3.598465443,0,0,0,0,0,0,0,0,0
12,720.1640889,09/18/2013 14:54:35,720.1267436,1,1,0,3.598628521,0,0,0,0,3.26157E-05,0,0,0,0
13,780.1787665,09/18/2013 14:55:35,780.1414212,1,1,0,3.598628521,0,0,0,0,3.26157E-05,0,0,0,0
14,840.1932702,09/18/2013 14:56:35,840.1559249,1,1,0,3.598791361,0,0,0,0,3.2568E-05,0,0,0,0
15,900.2077694,09/18/2013 14:57:35,900.1704241,1,1,0,3.598628521,0,0,0,0,0,0,0,0,0
16,960.2224483,09/18/2013 14:58:35,960.1851031,1,1,0,3.598628521,0,0,0,0,6.51836E-05,0,0,0,0
17,1020.236892,09/18/2013 14:59:35,1020.199547,1,1,0,3.598791361,0,0,0,0,6.51836E-05,0,0,0,0
18,1080.251796,09/18/2013 15:00:35,1080.21445,1,1,0,3.598791361,0,0,0,0,3.2568E-05,0,0,0,0
19,1140.266111,09/18/2013 15:01:35,1140.228766,1,1,0,3.598628521,0,0,0,0,3.26157E-05,0,0,0,0
20,1200.280698,09/18/2013 15:02:35,1200.243353,1,1,0,3.598628521,0,0,0,0,0,0,0,0,0
21,1260.295239,09/18/2013 15:03:35,1260.257893,1,1,0,3.598628521,0,0,0,0,0,0,0,0,0
22,1320.309715,09/18/2013 15:04:35,1320.27237,1,1,0,3.598791361,0,0,0,0,3.2568E-05,0,0,0,0
23,1380.324299,09/18/2013 15:05:35,1380.286954,1,1,0,3.598465443,0,0,0,0,0,0,0,0,0
24,1440.338852,09/18/2013 15:06:35,1440.301507,1,1,0,3.598465443,0,0,0,0,-3.26157E-05,0,0,0,0
25,1500.353493,09/18/2013 15:07:35,1500.316148,1,1,0,3.598791361,0,0,0,0,6.51836E-05,0,0,0,0
26,1560.368002,09/18/2013 15:08:35,1560.330657,1,1,0,3.598628521,0,0,0,0,3.26157E-05,0,0,0,0
27,1620.383875,09/18/2013 15:09:35,1620.34653,1,1,0,3.598465443,0,0,0,0,-3.26157E-05,0,0,0,0
28,1680.397112,09/18/2013 15:10:35,1680.359767,1,1,0,3.598628521,0,0,0,0,-3.2568E-05,0,0,0,0
29,1740.411673,09/18/2013 15:11:35,1740.374328,1,1,0,3.598628521,0,0,0,0,0,0,0,0,0
30,1800.426238,09/18/2013 15:12:36,1800.388892,1,1,0,3.598302603,0,0,0,0,-3.2568E-05,0,0,0,0
31,1860.440811,09/18/2013 15:13:36,1860.403466,1,1,0,3.598465443,0,0,0,0,0,0,0,0,0
32,1920.455468,09/18/2013 15:14:36,1920.418123,1,1,0,3.598628521,0,0,0,0,3.26157E-05,0,0,0,0
33,1980.471097,09/18/2013 15:15:36,1980.433752,1,1,0,3.598628521,0,0,0,0,3.26157E-05,0,0,0,0
34,2040.484516,09/18/2013 15:16:36,2040.447171,1,1,0,3.598628521,0,0,0,0,6.51836E-05,0,0,0,0
35,2100.499066,09/18/2013 15:17:36,2100.461721,1,1,0,3.598465443,0,0,0,0,-6.51836E-05,0,0,0,0
36,2160.513612,09/18/2013 15:18:36,2160.476267,1,1,0,3.598465443,0,0,0,0,0,0,0,0,0
37,2220.528177,09/18/2013 15:19:36,2220.490832,1,1,0,3.598628521,0,0,0,0,6.51836E-05,0,0,0,0
38,2280.542807,09/18/2013 15:20:36,2280.505462,1,1,0,3.598465443,0,0,0,0,6.51836E-05,0,0,0,0
39,2340.5574,09/18/2013 15:21:36,2340.520055,1,1,0,3.598465443,0,0,0,0,0,0,0,0,0
40,2400.571935,09/18/2013 15:22:36,2400.53459,1,1,0,3.598628521,0,0,0,0,6.51836E-05,0,0,0,0
41,2460.586438,09/18/2013 15:23:36,2460.549092,1,1,0,3.598628521,0,0,0,0,0,0,0,0,0
42,2520.60099,09/18/2013 15:24:36,2520.563645,1,1,0,3.598302603,0,0,0,0,-3.2568E-05,0,0,0,0
43,2580.615567,09/18/2013 15:25:36,2580.578222,1,1,0,3.598465443,0,0,0,0,3.2568E-05,0,0,0,0
44,2640.630119,09/18/2013 15:26:36,2640.592773,1,1,0,3.598465443,0,0,0,0,0,0,0,0,0
45,2700.644676,09/18/2013 15:27:36,2700.607331,1,1,0,3.598465443,0,0,0,0,3.2568E-05,0,0,0,0
46,2760.659317,09/18/2013 15:28:36,2760.621971,1,1,0,3.598302603,0,0,0,0,-3.2568E-05,0,0,0,0
47,2820.673898,09/18/2013 15:29:36,2820.636552,1,1,0,3.598628521,0,0,0,0,6.51836E-05,0,0,0,0
48,2880.688374,09/18/2013 15:30:36,2880.651029,1,1,0,3.598465443,0,0,0,0,0,0,0,0,0
49,2940.702948,09/18/2013 15:31:36,2940.665602,1,1,0,3.598465443,0,0,0,0,0,0,0,0,0
50,3000.717497,09/18/2013 15:32:36,3000.680152,1,1,0,3.598302603,0,0,0,0,-9.77516E-05,0,0,0,0
51,3060.732075,09/18/2013 15:33:36,3060.69473,1,1,0,3.598628521,0,0,0,0,0,0,0,0,0
52,3120.746648,09/18/2013 15:34:36,3120.709303,1,1,0,3.598302603,0,0,0,0,-3.2568E-05,0,0,0,0
53,3180.7612,09/18/2013 15:35:36,3180.723854,1,1,0,3.598465443,0,0,0,0,0,0,0,0,0
54,3240.775748,09/18/2013 15:36:36,3240.738403,1,1,0,3.598465443,0,0,0,0,0,0,0,0,0
55,3300.790389,09/18/2013 15:37:36,3300.753044,1,1,0,3.598465443,0,0,0,0,3.2568E-05,0,0,0,0
56,3360.804968,09/18/2013 15:38:36,3360.767623,1,1,0,3.598465443,0,0,0,0,0,0,0,0,0
57,3420.819438,09/18/2013 15:39:36,3420.782093,1,1,0,3.598465443,0,0,0,0,3.2568E-05,0,0,0,0
58,3480.833997,09/18/2013 15:40:36,3480.796652,1,1,0,3.598465443,0,0,0,0,6.51836E-05,0,0,0,0
59,3540.849928,09/18/2013 15:41:36,3540.812582,1,1,0,3.598302603,0,0,0,0,3.26157E-05,0,0,0,0
60,3600.86317,09/18/2013 15:42:36,3600.825825,1,1,0,3.598465443,0,0,0,0,3.2568E-05,0,0,0,0
61,3660.877764,09/18/2013 15:43:36,3660.840419,1,1,0,3.598302603,0,0,0,0,-3.2568E-05,0,0,0,0
62,3720.892251,09/18/2013 15:44:36,3720.854906,1,1,0,3.598302603,0,0,0,0,3.26157E-05,0,0,0,0
63,3780.906819,09/18/2013 15:45:36,3780.869474,1,1,0,3.598302603,0,0,0,0,0,0,0,0,0
64,3840.921376,09/18/2013 15:46:36,3840.884031,1,1,0,3.598465443,0,0,0,0,3.2568E-05,0,0,0,0
65,3900.935938,09/18/2013 15:47:36,3900.898593,1,1,0,3.598302603,0,0,0,0,0,0,0,0,0
66,3960.950499,09/18/2013 15:48:36,3960.913154,1,1,0,3.598302603,0,0,0,0,-3.2568E-05,0,0,0,0
67,4020.965074,09/18/2013 15:49:36,4020.927728,1,1,0,3.598139524,0,0,0,0,-6.51836E-05,0,0,0,0
68,4080.979703,09/18/2013 15:50:36,4080.942358,1,1,0,3.598302603,0,0,0,0,3.26157E-05,0,0,0,0
69,4140.99426,09/18/2013 15:51:36,4140.956914,1,1,0,3.598302603,0,0,0,0,0,0,0,0,0
70,4201.008761,09/18/2013 15:52:36,4200.971416,1,1,0,3.598302603,0,0,0,0,-3.2568E-05,0,0,0,0
71,4261.023336,09/18/2013 15:53:36,4260.98599,1,1,0,3.598139524,0,0,0,0,-3.26157E-05,0,0,0,0
72,4321.037953,09/18/2013 15:54:36,4321.000608,1,1,0,3.598302603,0,0,0,0,3.26157E-05,0,0,0,0
73,4381.052506,09/18/2013 15:55:36,4381.015161,1,1,0,3.598302603,0,0,0,0,3.26157E-05,0,0,0,0
74,4441.067019,09/18/2013 15:56:36,4441.029674,1,1,0,3.598302603,0,0,0,0,0,0,0,0,0
75,4501.081624,09/18/2013 15:57:36,4501.044279,1,1,0,3.597976685,0,0,0,0,-3.2568E-05,0,0,0,0
76,4561.096268,09/18/2013 15:58:36,4561.058923,1,1,0,3.598302603,0,0,0,0,3.26157E-05,0,0,0,0
77,4621.11077,09/18/2013 15:59:36,4621.073425,1,1,0,3.598139524,0,0,0,0,0,0,0,0,0
78,4681.125252,09/18/2013 16:00:36,4681.087906,1,1,0,3.598139524,0,0,0,0,3.2568E-05,0,0,0,0
79,4741.139821,09/18/2013 16:01:36,4741.102476,1,1,0,3.598302603,0,0,0,0,6.51836E-05,0,0,0,0
80,4801.154374,09/18/2013 16:02:36,4801.117029,1,1,0,3.597976685,0,0,0,0,-6.51836E-05,0,0,0,0
81,4861.168949,09/18/2013 16:03:36,4861.131604,1,1,0,3.598302603,0,0,0,0,0,0,0,0,0
82,4921.183511,09/18/2013 16:04:36,4921.146166,1,1,0,3.598139524,0,0,0,0,0,0,0,0,0
