Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,60.0147743,11/05/2013 08:29:30,60.01477457,1,1,0,3.585592747,0,0,0,0,3.26157E-05,0,0,0,0
2,120.0293058,11/05/2013 08:30:31,120.0293062,1,1,0,3.585592747,0,0,0,0,-3.2568E-05,0,0,0,0
3,180.043725,11/05/2013 08:31:31,180.0437253,1,1,0,3.585592747,0,0,0,0,-3.2568E-05,0,0,0,0
4,240.0583105,11/05/2013 08:32:31,240.0583109,1,1,0,3.585755587,0,0,0,0,3.2568E-05,0,0,0,0
5,300.0728014,11/05/2013 08:33:31,300.0728018,1,1,0,3.585755587,0,0,0,0,0,0,0,0,0
6,360.0873252,11/05/2013 08:34:31,360.0873255,1,1,0,3.585755587,0,0,0,0,-3.26157E-05,0,0,0,0
7,420.1018097,11/05/2013 08:35:31,420.1018099,1,1,0,3.585918665,0,0,0,0,3.26157E-05,0,0,0,0
8,480.1162471,11/05/2013 08:36:31,480.1162474,1,1,0,3.585918665,0,0,0,0,-3.2568E-05,0,0,0,0
9,540.1307706,11/05/2013 08:37:31,540.1307709,1,1,0,3.586081505,0,0,0,0,-3.26157E-05,0,0,0,0
10,600.1453341,11/05/2013 08:38:31,600.1453344,1,1,0,3.586407423,0,0,0,0,3.2568E-05,0,0,0,0
11,660.1597927,11/05/2013 08:39:31,660.159793,1,1,0,3.586244583,0,0,0,0,-6.51836E-05,0,0,0,0
12,720.1742779,11/05/2013 08:40:31,720.1742782,1,1,0,3.586570501,0,0,0,0,3.26157E-05,0,0,0,0
13,780.1887938,11/05/2013 08:41:31,780.1887941,1,1,0,3.586407423,0,0,0,0,-3.26157E-05,0,0,0,0
14,840.2033219,11/05/2013 08:42:31,840.2033222,1,1,0,3.586733341,0,0,0,0,0,0,0,0,0
15,900.2178142,11/05/2013 08:43:31,900.2178144,1,1,0,3.586896181,0,0,0,0,3.2568E-05,0,0,0,0
16,960.2324349,11/05/2013 08:44:31,960.2324353,1,1,0,3.587059259,0,0,0,0,0,0,0,0,0
17,1020.246837,11/05/2013 08:45:31,1020.246838,1,1,0,3.586896181,0,0,0,0,-3.26157E-05,0,0,0,0
18,1080.261369,11/05/2013 08:46:31,1080.261369,1,1,0,3.587222099,0,0,0,0,-3.26157E-05,0,0,0,0
19,1140.275875,11/05/2013 08:47:31,1140.275876,1,1,0,3.587059259,0,0,0,0,-0.000130367,0,0,0,0
20,1200.290379,11/05/2013 08:48:31,1200.290379,1,1,0,3.587548018,0,0,0,0,0,0,0,0,0
21,1260.304963,11/05/2013 08:49:31,1260.304963,1,1,0,3.587548018,0,0,0,0,3.2568E-05,0,0,0,0
22,1320.319408,11/05/2013 08:50:31,1320.319408,1,1,0,3.587385178,0,0,0,0,0,0,0,0,0
23,1380.333997,11/05/2013 08:51:31,1380.333997,1,1,0,3.587548018,0,0,0,0,0,0,0,0,0
24,1440.348467,11/05/2013 08:52:31,1440.348467,1,1,0,3.587711096,0,0,0,0,0,0,0,0,0
25,1500.362941,11/05/2013 08:53:31,1500.362941,1,1,0,3.587385178,0,0,0,0,-3.2568E-05,0,0,0,0
26,1560.377532,11/05/2013 08:54:31,1560.377533,1,1,0,3.587548018,0,0,0,0,3.2568E-05,0,0,0,0
27,1620.392029,11/05/2013 08:55:31,1620.392029,1,1,0,3.587711096,0,0,0,0,3.26157E-05,0,0,0,0
28,1680.406468,11/05/2013 08:56:31,1680.406468,1,1,0,3.587548018,0,0,0,0,3.2568E-05,0,0,0,0
29,1740.421122,11/05/2013 08:57:31,1740.421122,1,1,0,3.587711096,0,0,0,0,3.26157E-05,0,0,0,0
30,1800.435686,11/05/2013 08:58:31,1800.435686,1,1,0,3.587548018,0,0,0,0,0,0,0,0,0
31,1860.45001,11/05/2013 08:59:31,1860.45001,1,1,0,3.587711096,0,0,0,0,3.26157E-05,0,0,0,0
32,1920.464526,11/05/2013 09:00:31,1920.464526,1,1,0,3.587548018,0,0,0,0,-3.26157E-05,0,0,0,0
33,1980.479065,11/05/2013 09:01:31,1980.479065,1,1,0,3.587711096,0,0,0,0,3.26157E-05,0,0,0,0
34,2040.493546,11/05/2013 09:02:31,2040.493546,1,1,0,3.587548018,0,0,0,0,-3.26157E-05,0,0,0,0
35,2100.508049,11/05/2013 09:03:31,2100.508049,1,1,0,3.587711096,0,0,0,0,3.26157E-05,0,0,0,0
36,2160.522581,11/05/2013 09:04:31,2160.522581,1,1,0,3.587385178,0,0,0,0,-6.51836E-05,0,0,0,0
37,2220.537182,11/05/2013 09:05:31,2220.537182,1,1,0,3.587385178,0,0,0,0,-6.51836E-05,0,0,0,0
38,2280.551702,11/05/2013 09:06:31,2280.551702,1,1,0,3.587711096,0,0,0,0,0,0,0,0,0
39,2340.566106,11/05/2013 09:07:31,2340.566106,1,1,0,3.587711096,0,0,0,0,6.51836E-05,0,0,0,0
40,2400.580624,11/05/2013 09:08:31,2400.580624,1,1,0,3.587385178,0,0,0,0,-6.51836E-05,0,0,0,0
41,2460.595124,11/05/2013 09:09:31,2460.595124,1,1,0,3.587548018,0,0,0,0,0,0,0,0,0
42,2520.609641,11/05/2013 09:10:31,2520.609642,1,1,0,3.587548018,0,0,0,0,-6.51836E-05,0,0,0,0
43,2580.624146,11/05/2013 09:11:31,2580.624146,1,1,0,3.587711096,0,0,0,0,3.26157E-05,0,0,0,0
44,2640.638675,11/05/2013 09:12:31,2640.638675,1,1,0,3.587548018,0,0,0,0,0,0,0,0,0
45,2700.653232,11/05/2013 09:13:31,2700.653232,1,1,0,3.587711096,0,0,0,0,-3.2568E-05,0,0,0,0
46,2760.667687,11/05/2013 09:14:31,2760.667688,1,1,0,3.587548018,0,0,0,0,-3.26157E-05,0,0,0,0
47,2820.682024,11/05/2013 09:15:31,2820.682024,1,1,0,3.587711096,0,0,0,0,0,0,0,0,0
48,2880.696751,11/05/2013 09:16:31,2880.696752,1,1,0,3.587711096,0,0,0,0,0,0,0,0,0
49,2940.711212,11/05/2013 09:17:31,2940.711212,1,1,0,3.587548018,0,0,0,0,-3.26157E-05,0,0,0,0
50,3000.725732,11/05/2013 09:18:31,3000.725733,1,1,0,3.587548018,0,0,0,0,-3.26157E-05,0,0,0,0
51,3060.740302,11/05/2013 09:19:31,3060.740302,1,1,0,3.587711096,0,0,0,0,3.26157E-05,0,0,0,0
52,3120.75476,11/05/2013 09:20:31,3120.75476,1,1,0,3.587548018,0,0,0,0,0,0,0,0,0
53,3180.769268,11/05/2013 09:21:31,3180.769268,1,1,0,3.587711096,0,0,0,0,6.51836E-05,0,0,0,0
54,3240.78384,11/05/2013 09:22:31,3240.78384,1,1,0,3.587385178,0,0,0,0,-9.77516E-05,0,0,0,0
55,3300.798365,11/05/2013 09:23:31,3300.798366,1,1,0,3.587548018,0,0,0,0,0,0,0,0,0
56,3360.812812,11/05/2013 09:24:31,3360.812812,1,1,0,3.587711096,0,0,0,0,3.26157E-05,0,0,0,0
57,3420.827317,11/05/2013 09:25:31,3420.827318,1,1,0,3.587711096,0,0,0,0,3.26157E-05,0,0,0,0
58,3480.841889,11/05/2013 09:26:31,3480.84189,1,1,0,3.587548018,0,0,0,0,-6.51836E-05,0,0,0,0
59,3540.856391,11/05/2013 09:27:31,3540.856392,1,1,0,3.587548018,0,0,0,0,0,0,0,0,0
60,3600.870938,11/05/2013 09:28:31,3600.870938,1,1,0,3.587548018,0,0,0,0,0,0,0,0,0
61,3660.886831,11/05/2013 09:29:31,3660.886832,1,1,0,3.587711096,0,0,0,0,0,0,0,0,0
62,3720.89996,11/05/2013 09:30:31,3720.899961,1,1,0,3.587711096,0,0,0,0,6.51836E-05,0,0,0,0
63,3780.914398,11/05/2013 09:31:31,3780.914399,1,1,0,3.587548018,0,0,0,0,3.2568E-05,0,0,0,0
64,3840.944422,11/05/2013 09:32:31,3840.944422,1,1,0,3.587548018,0,0,0,0,-3.26157E-05,0,0,0,0
65,3900.959037,11/05/2013 09:33:32,3900.959037,1,1,0,3.587711096,0,0,0,0,6.51836E-05,0,0,0,0
66,3960.973545,11/05/2013 09:34:32,3960.973546,1,1,0,3.587548018,0,0,0,0,0,0,0,0,0
67,4020.988089,11/05/2013 09:35:32,4020.988089,1,1,0,3.587548018,0,0,0,0,0,0,0,0,0
68,4081.002594,11/05/2013 09:36:32,4081.002594,1,1,0,3.587548018,0,0,0,0,0,0,0,0,0
69,4141.017117,11/05/2013 09:37:32,4141.017117,1,1,0,3.587548018,0,0,0,0,0,0,0,0,0
70,4201.031668,11/05/2013 09:38:32,4201.031668,1,1,0,3.587548018,0,0,0,0,0,0,0,0,0
71,4261.046318,11/05/2013 09:39:32,4261.046318,1,1,0,3.587385178,0,0,0,0,-3.2568E-05,0,0,0,0
72,4321.060635,11/05/2013 09:40:32,4321.060635,1,1,0,3.587385178,0,0,0,0,-6.51836E-05,0,0,0,0
73,4381.075208,11/05/2013 09:41:32,4381.075209,1,1,0,3.587548018,0,0,0,0,0,0,0,0,0
74,4441.089651,11/05/2013 09:42:32,4441.089651,1,1,0,3.587711096,0,0,0,0,3.26157E-05,0,0,0,0
75,4501.1042,11/05/2013 09:43:32,4501.1042,1,1,0,3.587548018,0,0,0,0,-3.26157E-05,0,0,0,0
76,4561.118803,11/05/2013 09:44:32,4561.118804,1,1,0,3.587548018,0,0,0,0,0,0,0,0,0
77,4621.13325,11/05/2013 09:45:32,4621.133251,1,1,0,3.587548018,0,0,0,0,0,0,0,0,0
78,4681.147694,11/05/2013 09:46:32,4681.147694,1,1,0,3.587711096,0,0,0,0,0,0,0,0,0
79,4741.162266,11/05/2013 09:47:32,4741.162266,1,1,0,3.587711096,0,0,0,0,6.51836E-05,0,0,0,0
80,4801.176793,11/05/2013 09:48:32,4801.176793,1,1,0,3.587385178,0,0,0,0,-0.000130367,0,0,0,0
