Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,60.00548593,09/25/2013 16:37:19,59.96773543,1,1,0,2.246662378,0,0,0,0,0,0,0,0,0
2,120.0200199,09/25/2013 16:38:19,119.9822694,1,1,0,2.247477055,0,0,0,0,3.26157E-05,0,0,0,0
3,180.0345576,09/25/2013 16:39:19,179.9968071,1,1,0,2.248128891,0,0,0,0,-3.2568E-05,0,0,0,0
4,240.0490934,09/25/2013 16:40:19,240.0113429,1,1,0,2.248943567,0,0,0,0,0,0,0,0,0
5,300.0636024,09/25/2013 16:41:19,300.0258519,1,1,0,2.249595404,0,0,0,0,0,0,0,0,0
6,360.0781418,09/25/2013 16:42:19,360.0403913,1,1,0,2.25041008,0,0,0,0,0,0,0,0,0
7,420.0926843,09/25/2013 16:43:19,420.0549338,1,1,0,2.251061916,0,0,0,0,3.26157E-05,0,0,0,0
8,480.1072278,09/25/2013 16:44:19,480.0694773,1,1,0,2.251713753,0,0,0,0,0,0,0,0,0
9,540.121766,09/25/2013 16:45:19,540.0840155,1,1,0,2.252202511,0,0,0,0,0,0,0,0,0
10,600.1363148,09/25/2013 16:46:19,600.0985643,1,1,0,2.252854347,0,0,0,0,0,0,0,0,0
11,660.150848,09/25/2013 16:47:19,660.1130975,1,1,0,2.253505945,0,0,0,0,3.2568E-05,0,0,0,0
12,720.1654785,09/25/2013 16:48:19,720.127728,1,1,0,2.254157782,0,0,0,0,3.2568E-05,0,0,0,0
13,780.1799448,09/25/2013 16:49:19,780.1421943,1,1,0,2.2544837,0,0,0,0,-3.26157E-05,0,0,0,0
14,840.1944853,09/25/2013 16:50:19,840.1567348,1,1,0,2.254809618,0,0,0,0,0,0,0,0,0
15,900.2090271,09/25/2013 16:51:19,900.1712766,1,1,0,2.255298376,0,0,0,0,0,0,0,0,0
16,960.2249567,09/25/2013 16:52:19,960.1872063,1,1,0,2.255787373,0,0,0,0,-3.2568E-05,0,0,0,0
17,1020.238127,09/25/2013 16:53:19,1020.200377,1,1,0,2.256113291,0,0,0,0,0,0,0,0,0
18,1080.252673,09/25/2013 16:54:19,1080.214923,1,1,0,2.256764889,0,0,0,0,3.2568E-05,0,0,0,0
19,1140.267227,09/25/2013 16:55:19,1140.229477,1,1,0,2.256927967,0,0,0,0,3.26157E-05,0,0,0,0
20,1200.28176,09/25/2013 16:56:19,1200.244009,1,1,0,2.257253885,0,0,0,0,0,0,0,0,0
21,1260.296293,09/25/2013 16:57:19,1260.258543,1,1,0,2.257905483,0,0,0,0,0,0,0,0,0
22,1320.310895,09/25/2013 16:58:19,1320.273144,1,1,0,2.258231401,0,0,0,0,6.51836E-05,0,0,0,0
23,1380.325434,09/25/2013 16:59:20,1380.287684,1,1,0,2.25855732,0,0,0,0,3.2568E-05,0,0,0,0
24,1440.33999,09/25/2013 17:00:20,1440.302239,1,1,0,2.258720398,0,0,0,0,-3.2568E-05,0,0,0,0
25,1500.354448,09/25/2013 17:01:20,1500.316698,1,1,0,2.258883238,0,0,0,0,-3.26157E-05,0,0,0,0
26,1560.36905,09/25/2013 17:02:20,1560.3313,1,1,0,2.259209156,0,0,0,0,-3.26157E-05,0,0,0,0
27,1620.383543,09/25/2013 17:03:20,1620.345793,1,1,0,2.259697914,0,0,0,0,3.2568E-05,0,0,0,0
28,1680.398079,09/25/2013 17:04:20,1680.360329,1,1,0,2.260186911,0,0,0,0,6.51836E-05,0,0,0,0
29,1740.412622,09/25/2013 17:05:20,1740.374871,1,1,0,2.260349751,0,0,0,0,3.2568E-05,0,0,0,0
30,1800.427192,09/25/2013 17:06:20,1800.389442,1,1,0,2.260512829,0,0,0,0,3.26157E-05,0,0,0,0
