Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,60.01490329,09/20/2013 18:18:51,60.01490356,1,1,0,2.274200201,0,0,0,0,3.2568E-05,0,0,0,0
2,120.0294433,09/20/2013 18:19:51,120.0294437,1,1,0,2.274526119,0,0,0,0,0,0,0,0,0
3,180.0440233,09/20/2013 18:20:51,180.0440236,1,1,0,2.274852037,0,0,0,0,-3.2568E-05,0,0,0,0
4,240.0598348,09/20/2013 18:21:51,240.0598352,1,1,0,2.275340796,0,0,0,0,3.2568E-05,0,0,0,0
5,300.07315,09/20/2013 18:22:51,300.0731504,1,1,0,2.275666714,0,0,0,0,3.2568E-05,0,0,0,0
6,360.0876545,09/20/2013 18:23:51,360.0876549,1,1,0,2.275829792,0,0,0,0,-3.2568E-05,0,0,0,0
7,420.1022444,09/20/2013 18:24:51,420.1022447,1,1,0,2.27615571,0,0,0,0,3.26157E-05,0,0,0,0
8,480.11679,09/20/2013 18:25:51,480.1167903,1,1,0,2.27648139,0,0,0,0,0,0,0,0,0
9,540.131358,09/20/2013 18:26:51,540.1313583,1,1,0,2.276970387,0,0,0,0,6.51836E-05,0,0,0,0
10,600.1459286,09/20/2013 18:27:51,600.1459289,1,1,0,2.276970387,0,0,0,0,0,0,0,0,0
11,660.1604942,09/20/2013 18:28:51,660.1604945,1,1,0,2.277296305,0,0,0,0,0,0,0,0,0
12,720.1750657,09/20/2013 18:29:51,720.175066,1,1,0,2.277459145,0,0,0,0,-3.26157E-05,0,0,0,0
13,780.1896716,09/20/2013 18:30:51,780.189672,1,1,0,2.277785063,0,0,0,0,-3.2568E-05,0,0,0,0
14,840.2042509,09/20/2013 18:31:51,840.2042512,1,1,0,2.277947903,0,0,0,0,0,0,0,0,0
15,900.2187341,09/20/2013 18:32:51,900.2187344,1,1,0,2.278110981,0,0,0,0,0,0,0,0,0
16,960.2333772,09/20/2013 18:33:51,960.2333776,1,1,0,2.278436899,0,0,0,0,0,0,0,0,0
17,1020.247937,09/20/2013 18:34:51,1020.247937,1,1,0,2.278599739,0,0,0,0,-3.26157E-05,0,0,0,0
18,1080.262511,09/20/2013 18:35:51,1080.262511,1,1,0,2.279088736,0,0,0,0,6.51836E-05,0,0,0,0
19,1140.277086,09/20/2013 18:36:51,1140.277086,1,1,0,2.278925657,0,0,0,0,0,0,0,0,0
20,1200.29153,09/20/2013 18:37:51,1200.291531,1,1,0,2.279251575,0,0,0,0,3.2568E-05,0,0,0,0
21,1260.306096,09/20/2013 18:38:51,1260.306096,1,1,0,2.279414415,0,0,0,0,0,0,0,0,0
22,1320.320724,09/20/2013 18:39:51,1320.320724,1,1,0,2.279577494,0,0,0,0,0,0,0,0,0
23,1380.33521,09/20/2013 18:40:51,1380.335211,1,1,0,2.279903412,0,0,0,0,3.26157E-05,0,0,0,0
24,1440.349837,09/20/2013 18:41:51,1440.349838,1,1,0,2.280066252,0,0,0,0,0,0,0,0,0
25,1500.364342,09/20/2013 18:42:51,1500.364342,1,1,0,2.28022933,0,0,0,0,3.26157E-05,0,0,0,0
26,1560.37891,09/20/2013 18:43:51,1560.37891,1,1,0,2.28022933,0,0,0,0,-3.2568E-05,0,0,0,0
27,1620.393488,09/20/2013 18:44:51,1620.393488,1,1,0,2.280718088,0,0,0,0,6.51836E-05,0,0,0,0
28,1680.408005,09/20/2013 18:45:51,1680.408006,1,1,0,2.280555248,0,0,0,0,-3.2568E-05,0,0,0,0
29,1740.422635,09/20/2013 18:46:51,1740.422635,1,1,0,2.281044006,0,0,0,0,3.26157E-05,0,0,0,0
30,1800.437126,09/20/2013 18:47:51,1800.437126,1,1,0,2.280880928,0,0,0,0,-6.51836E-05,0,0,0,0
31,1860.451821,09/20/2013 18:48:51,1860.451821,1,1,0,2.281532764,0,0,0,0,6.51836E-05,0,0,0,0
32,1920.466244,09/20/2013 18:49:51,1920.466245,1,1,0,2.281532764,0,0,0,0,0,0,0,0,0
33,1980.480823,09/20/2013 18:50:51,1980.480823,1,1,0,2.281532764,0,0,0,0,-3.26157E-05,0,0,0,0
34,2040.495369,09/20/2013 18:51:51,2040.495369,1,1,0,2.281532764,0,0,0,0,-3.26157E-05,0,0,0,0
35,2100.509906,09/20/2013 18:52:51,2100.509906,1,1,0,2.281858683,0,0,0,0,0,0,0,0,0
36,2160.52453,09/20/2013 18:53:51,2160.52453,1,1,0,2.281858683,0,0,0,0,-3.26157E-05,0,0,0,0
37,2220.539025,09/20/2013 18:54:51,2220.539026,1,1,0,2.282021761,0,0,0,0,0,0,0,0,0
38,2280.553579,09/20/2013 18:55:51,2280.553579,1,1,0,2.282347441,0,0,0,0,3.2568E-05,0,0,0,0
39,2340.568131,09/20/2013 18:56:51,2340.568131,1,1,0,2.282347441,0,0,0,0,-6.51836E-05,0,0,0,0
40,2400.582679,09/20/2013 18:57:51,2400.58268,1,1,0,2.282836437,0,0,0,0,3.26157E-05,0,0,0,0
41,2460.597287,09/20/2013 18:58:51,2460.597287,1,1,0,2.282836437,0,0,0,0,3.26157E-05,0,0,0,0
42,2520.611809,09/20/2013 18:59:51,2520.611809,1,1,0,2.282836437,0,0,0,0,-6.51836E-05,0,0,0,0
