Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,60.00617001,11/01/2013 09:25:48,59.96828601,1,1,0,2.760921001,0,0,0,0,-3.26157E-05,0,0,0,0
2,120.0190269,11/01/2013 09:26:48,119.9811429,1,1,0,2.760106325,0,0,0,0,-3.26157E-05,0,0,0,0
3,180.0335087,11/01/2013 09:27:48,179.9956245,1,1,0,2.759291649,0,0,0,0,-3.2568E-05,0,0,0,0
4,240.0480435,11/01/2013 09:28:48,240.0101594,1,1,0,2.758476973,0,0,0,0,-3.2568E-05,0,0,0,0
5,300.0625302,11/01/2013 09:29:48,300.0246461,1,1,0,2.758476973,0,0,0,0,-3.2568E-05,0,0,0,0
6,360.0770366,11/01/2013 09:30:48,360.0391525,1,1,0,2.758639812,0,0,0,0,0,0,0,0,0
7,420.0915866,11/01/2013 09:31:48,420.0537025,1,1,0,2.759128571,0,0,0,0,0,0,0,0,0
8,480.1060796,11/01/2013 09:32:48,480.0681954,1,1,0,2.759454489,0,0,0,0,-3.26157E-05,0,0,0,0
9,540.1206066,11/01/2013 09:33:48,540.0827224,1,1,0,2.760758162,0,0,0,0,0,0,0,0,0
10,600.1351573,11/01/2013 09:34:48,600.0972732,1,1,0,2.761898756,0,0,0,0,0,0,0,0,0
11,660.1496417,11/01/2013 09:35:48,660.1117576,1,1,0,2.763365269,0,0,0,0,6.51836E-05,0,0,0,0
12,720.1641533,11/01/2013 09:36:48,720.1262692,1,1,0,2.764994621,0,0,0,0,6.5136E-05,0,0,0,0
13,780.178748,11/01/2013 09:37:48,780.1408639,1,1,0,2.766787052,0,0,0,0,3.2568E-05,0,0,0,0
14,840.1932678,11/01/2013 09:38:49,840.1553836,1,1,0,2.768742561,0,0,0,0,3.26157E-05,0,0,0,0
15,900.2077158,11/01/2013 09:39:49,900.1698317,1,1,0,2.770697832,0,0,0,0,3.2568E-05,0,0,0,0
16,960.2222314,11/01/2013 09:40:49,960.1843472,1,1,0,2.772816181,0,0,0,0,6.51836E-05,0,0,0,0
17,1020.236762,11/01/2013 09:41:49,1020.198878,1,1,0,2.774608612,0,0,0,0,-3.2568E-05,0,0,0,0
18,1080.251289,11/01/2013 09:42:49,1080.213405,1,1,0,2.776726961,0,0,0,0,-3.2568E-05,0,0,0,0
19,1140.265795,11/01/2013 09:43:49,1140.227911,1,1,0,2.77900815,0,0,0,0,0,0,0,0,0
20,1200.280306,11/01/2013 09:44:49,1200.242422,1,1,0,2.781289339,0,0,0,0,3.2568E-05,0,0,0,0
21,1260.294842,11/01/2013 09:45:49,1260.256957,1,1,0,2.783407688,0,0,0,0,3.2568E-05,0,0,0,0
22,1320.309557,11/01/2013 09:46:49,1320.271673,1,1,0,2.785362959,0,0,0,0,3.2568E-05,0,0,0,0
23,1380.323961,11/01/2013 09:47:49,1380.286077,1,1,0,2.787318468,0,0,0,0,0,0,0,0,0
24,1440.338407,11/01/2013 09:48:49,1440.300523,1,1,0,2.789273739,0,0,0,0,3.2568E-05,0,0,0,0
25,1500.352915,11/01/2013 09:49:49,1500.315031,1,1,0,2.79106617,0,0,0,0,3.26157E-05,0,0,0,0
26,1560.367424,11/01/2013 09:50:49,1560.32954,1,1,0,2.793021441,0,0,0,0,0,0,0,0,0
27,1620.381951,11/01/2013 09:51:49,1620.344067,1,1,0,2.794651031,0,0,0,0,3.26157E-05,0,0,0,0
28,1680.396459,11/01/2013 09:52:49,1680.358575,1,1,0,2.796443462,0,0,0,0,3.26157E-05,0,0,0,0
29,1740.411058,11/01/2013 09:53:49,1740.373174,1,1,0,2.797909975,0,0,0,0,0,0,0,0,0
30,1800.425499,11/01/2013 09:54:49,1800.387615,1,1,0,2.799376488,0,0,0,0,0,0,0,0,0
