Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,60.00457039,09/20/2013 08:32:35,59.96666477,1,1,0,2.691994667,0,0,0,0,3.2568E-05,0,0,0,0
2,120.0191145,09/20/2013 08:33:35,119.9812089,1,1,0,2.691505909,0,0,0,0,-3.2568E-05,0,0,0,0
3,180.0336595,09/20/2013 08:34:35,179.9957539,1,1,0,2.691505909,0,0,0,0,3.2568E-05,0,0,0,0
4,240.0481995,09/20/2013 08:35:35,240.0102939,1,1,0,2.691343069,0,0,0,0,3.26157E-05,0,0,0,0
5,300.0627481,09/20/2013 08:36:35,300.0248425,1,1,0,2.691179991,0,0,0,0,-3.26157E-05,0,0,0,0
6,360.0773441,09/20/2013 08:37:35,360.0394385,1,1,0,2.691017151,0,0,0,0,0,0,0,0,0
7,420.0918897,09/20/2013 08:38:35,420.0539841,1,1,0,2.690854073,0,0,0,0,-3.26157E-05,0,0,0,0
8,480.1064373,09/20/2013 08:39:35,480.0685317,1,1,0,2.690691233,0,0,0,0,0,0,0,0,0
9,540.120902,09/20/2013 08:40:35,540.0829964,1,1,0,2.690691233,0,0,0,0,-3.2568E-05,0,0,0,0
10,600.1354521,09/20/2013 08:41:35,600.0975464,1,1,0,2.690691233,0,0,0,0,-3.2568E-05,0,0,0,0
11,660.1499983,09/20/2013 08:42:35,660.1120927,1,1,0,2.690854073,0,0,0,0,0,0,0,0,0
12,720.1645429,09/20/2013 08:43:35,720.1266373,1,1,0,2.690691233,0,0,0,0,0,0,0,0,0
13,780.179068,09/20/2013 08:44:35,780.1411623,1,1,0,2.690854073,0,0,0,0,0,0,0,0,0
14,840.1936085,09/20/2013 08:45:35,840.1557029,1,1,0,2.690691233,0,0,0,0,-3.2568E-05,0,0,0,0
15,900.2081652,09/20/2013 08:46:35,900.1702596,1,1,0,2.690854073,0,0,0,0,3.2568E-05,0,0,0,0
16,960.2227579,09/20/2013 08:47:35,960.1848522,1,1,0,2.690528154,0,0,0,0,-3.26157E-05,0,0,0,0
17,1020.237244,09/20/2013 08:48:35,1020.199339,1,1,0,2.690528154,0,0,0,0,-3.26157E-05,0,0,0,0
18,1080.251774,09/20/2013 08:49:35,1080.213868,1,1,0,2.690691233,0,0,0,0,0,0,0,0,0
19,1140.266345,09/20/2013 08:50:35,1140.228439,1,1,0,2.690691233,0,0,0,0,0,0,0,0,0
20,1200.282116,09/20/2013 08:51:35,1200.244211,1,1,0,2.691017151,0,0,0,0,9.77993E-05,0,0,0,0
21,1260.295466,09/20/2013 08:52:35,1260.257561,1,1,0,2.690854073,0,0,0,0,-6.51836E-05,0,0,0,0
22,1320.309956,09/20/2013 08:53:35,1320.27205,1,1,0,2.690854073,0,0,0,0,0,0,0,0,0
23,1380.324612,09/20/2013 08:54:35,1380.286707,1,1,0,2.690854073,0,0,0,0,0,0,0,0,0
24,1440.339029,09/20/2013 08:55:35,1440.301123,1,1,0,2.690854073,0,0,0,0,0,0,0,0,0
25,1500.353624,09/20/2013 08:56:35,1500.315718,1,1,0,2.691017151,0,0,0,0,0,0,0,0,0
26,1560.368245,09/20/2013 08:57:35,1560.330339,1,1,0,2.691017151,0,0,0,0,-3.2568E-05,0,0,0,0
27,1620.38273,09/20/2013 08:58:35,1620.344824,1,1,0,2.691017151,0,0,0,0,0,0,0,0,0
28,1680.397183,09/20/2013 08:59:35,1680.359277,1,1,0,2.690854073,0,0,0,0,-9.77993E-05,0,0,0,0
29,1740.411722,09/20/2013 09:00:35,1740.373816,1,1,0,2.691179991,0,0,0,0,-3.26157E-05,0,0,0,0
30,1800.426267,09/20/2013 09:01:35,1800.388362,1,1,0,2.691179991,0,0,0,0,-6.51836E-05,0,0,0,0
31,1860.440805,09/20/2013 09:02:35,1860.402899,1,1,0,2.691179991,0,0,0,0,0,0,0,0,0
32,1920.455335,09/20/2013 09:03:35,1920.41743,1,1,0,2.691505909,0,0,0,0,6.51836E-05,0,0,0,0
33,1980.46996,09/20/2013 09:04:35,1980.432054,1,1,0,2.691668749,0,0,0,0,3.2568E-05,0,0,0,0
34,2040.484439,09/20/2013 09:05:35,2040.446534,1,1,0,2.691505909,0,0,0,0,3.2568E-05,0,0,0,0
35,2100.49898,09/20/2013 09:06:35,2100.461074,1,1,0,2.691343069,0,0,0,0,-3.2568E-05,0,0,0,0
36,2160.513504,09/20/2013 09:07:35,2160.475598,1,1,0,2.691831827,0,0,0,0,3.26157E-05,0,0,0,0
37,2220.528052,09/20/2013 09:08:35,2220.490146,1,1,0,2.691505909,0,0,0,0,-6.51836E-05,0,0,0,0
38,2280.542593,09/20/2013 09:09:35,2280.504688,1,1,0,2.691831827,0,0,0,0,6.51836E-05,0,0,0,0
39,2340.55713,09/20/2013 09:10:35,2340.519224,1,1,0,2.691831827,0,0,0,0,-3.2568E-05,0,0,0,0
40,2400.571746,09/20/2013 09:11:35,2400.53384,1,1,0,2.691831827,0,0,0,0,-3.2568E-05,0,0,0,0
41,2460.586229,09/20/2013 09:12:35,2460.548323,1,1,0,2.691831827,0,0,0,0,-3.2568E-05,0,0,0,0
42,2520.601092,09/20/2013 09:13:35,2520.563186,1,1,0,2.691994667,0,0,0,0,0,0,0,0,0
43,2580.615376,09/20/2013 09:14:35,2580.57747,1,1,0,2.691994667,0,0,0,0,3.2568E-05,0,0,0,0
44,2640.629852,09/20/2013 09:15:35,2640.591946,1,1,0,2.691994667,0,0,0,0,-3.26157E-05,0,0,0,0
45,2700.644393,09/20/2013 09:16:35,2700.606488,1,1,0,2.692320585,0,0,0,0,0,0,0,0,0
46,2760.658971,09/20/2013 09:17:35,2760.621065,1,1,0,2.692483664,0,0,0,0,3.26157E-05,0,0,0,0
47,2820.673511,09/20/2013 09:18:35,2820.635605,1,1,0,2.692157745,0,0,0,0,-3.2568E-05,0,0,0,0
48,2880.688021,09/20/2013 09:19:35,2880.650115,1,1,0,2.692320585,0,0,0,0,-3.26157E-05,0,0,0,0
49,2940.70263,09/20/2013 09:20:35,2940.664724,1,1,0,2.692320585,0,0,0,0,0,0,0,0,0
