Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,60.00351207,09/30/2013 17:17:03,59.96625502,1,1,0,3.411891937,0,0,0,0,0,0,0,0,0
2,120.0196239,09/30/2013 17:18:03,119.982367,1,1,0,3.411891937,0,0,0,0,-3.2568E-05,0,0,0,0
3,180.0326819,09/30/2013 17:19:03,179.9954248,1,1,0,3.412217855,0,0,0,0,3.26157E-05,0,0,0,0
4,240.0471429,09/30/2013 17:20:03,240.0098859,1,1,0,3.412380695,0,0,0,0,0,0,0,0,0
5,300.0617052,09/30/2013 17:21:03,300.0244482,1,1,0,3.412543535,0,0,0,0,-3.26157E-05,0,0,0,0
6,360.0841009,09/30/2013 17:22:03,360.0468439,1,1,0,3.412706614,0,0,0,0,-6.51836E-05,0,0,0,0
7,420.0908073,09/30/2013 17:23:04,420.0535503,1,1,0,3.412869453,0,0,0,0,0,0,0,0,0
8,480.1054471,09/30/2013 17:24:04,480.0681901,1,1,0,3.412869453,0,0,0,0,0,0,0,0,0
9,540.1200082,09/30/2013 17:25:04,540.0827511,1,1,0,3.412869453,0,0,0,0,-3.26157E-05,0,0,0,0
10,600.1344563,09/30/2013 17:26:04,600.0971993,1,1,0,3.413195372,0,0,0,0,6.51836E-05,0,0,0,0
11,660.1489957,09/30/2013 17:27:04,660.1117386,1,1,0,3.413195372,0,0,0,0,0,0,0,0,0
12,720.1635392,09/30/2013 17:28:04,720.1262822,1,1,0,3.413195372,0,0,0,0,3.2568E-05,0,0,0,0
13,780.1780883,09/30/2013 17:29:04,780.1408312,1,1,0,3.413195372,0,0,0,0,0,0,0,0,0
14,840.1926356,09/30/2013 17:30:04,840.1553786,1,1,0,3.413195372,0,0,0,0,3.2568E-05,0,0,0,0
15,900.2072017,09/30/2013 17:31:04,900.1699446,1,1,0,3.413195372,0,0,0,0,0,0,0,0,0
16,960.2217352,09/30/2013 17:32:04,960.1844781,1,1,0,3.41335845,0,0,0,0,-3.2568E-05,0,0,0,0
17,1020.236371,09/30/2013 17:33:04,1020.199114,1,1,0,3.413195372,0,0,0,0,-3.26157E-05,0,0,0,0
18,1080.250862,09/30/2013 17:34:04,1080.213605,1,1,0,3.41335845,0,0,0,0,0,0,0,0,0
19,1140.265368,09/30/2013 17:35:04,1140.228111,1,1,0,3.41335845,0,0,0,0,-3.2568E-05,0,0,0,0
20,1200.279912,09/30/2013 17:36:04,1200.242655,1,1,0,3.41335845,0,0,0,0,-3.2568E-05,0,0,0,0
21,1260.294537,09/30/2013 17:37:04,1260.25728,1,1,0,3.41352129,0,0,0,0,0,0,0,0,0
22,1320.309056,09/30/2013 17:38:04,1320.271799,1,1,0,3.41335845,0,0,0,0,-3.2568E-05,0,0,0,0
23,1380.323566,09/30/2013 17:39:04,1380.286309,1,1,0,3.413195372,0,0,0,0,-3.26157E-05,0,0,0,0
24,1440.338098,09/30/2013 17:40:04,1440.300841,1,1,0,3.41335845,0,0,0,0,-3.2568E-05,0,0,0,0
25,1500.352639,09/30/2013 17:41:04,1500.315382,1,1,0,3.41335845,0,0,0,0,-3.2568E-05,0,0,0,0
26,1560.367205,09/30/2013 17:42:04,1560.329948,1,1,0,3.413195372,0,0,0,0,-3.26157E-05,0,0,0,0
27,1620.381772,09/30/2013 17:43:04,1620.344515,1,1,0,3.41352129,0,0,0,0,6.51836E-05,0,0,0,0
28,1680.39632,09/30/2013 17:44:04,1680.359063,1,1,0,3.41352129,0,0,0,0,3.2568E-05,0,0,0,0
29,1740.410982,09/30/2013 17:45:04,1740.373725,1,1,0,3.41352129,0,0,0,0,3.2568E-05,0,0,0,0
30,1800.425457,09/30/2013 17:46:04,1800.3882,1,1,0,3.41352129,0,0,0,0,6.51836E-05,0,0,0,0
31,1860.44001,09/30/2013 17:47:04,1860.402752,1,1,0,3.41335845,0,0,0,0,0,0,0,0,0
32,1920.454557,09/30/2013 17:48:04,1920.4173,1,1,0,3.413195372,0,0,0,0,-6.51836E-05,0,0,0,0
33,1980.469113,09/30/2013 17:49:04,1980.431856,1,1,0,3.41352129,0,0,0,0,-3.26157E-05,0,0,0,0
34,2040.48381,09/30/2013 17:50:04,2040.446553,1,1,0,3.41352129,0,0,0,0,3.2568E-05,0,0,0,0
35,2100.498319,09/30/2013 17:51:04,2100.461062,1,1,0,3.413195372,0,0,0,0,-3.26157E-05,0,0,0,0
36,2160.512906,09/30/2013 17:52:04,2160.475649,1,1,0,3.41352129,0,0,0,0,-3.26157E-05,0,0,0,0
37,2220.527368,09/30/2013 17:53:04,2220.490111,1,1,0,3.41335845,0,0,0,0,-3.2568E-05,0,0,0,0
38,2280.541916,09/30/2013 17:54:04,2280.504659,1,1,0,3.41335845,0,0,0,0,-6.51836E-05,0,0,0,0
39,2340.556476,09/30/2013 17:55:04,2340.519219,1,1,0,3.413195372,0,0,0,0,0,0,0,0,0
40,2400.571023,09/30/2013 17:56:04,2400.533765,1,1,0,3.41335845,0,0,0,0,-3.2568E-05,0,0,0,0
41,2460.585593,09/30/2013 17:57:04,2460.548336,1,1,0,3.41335845,0,0,0,0,-3.2568E-05,0,0,0,0
42,2520.600146,09/30/2013 17:58:04,2520.562889,1,1,0,3.41335845,0,0,0,0,0,0,0,0,0
43,2580.614924,09/30/2013 17:59:04,2580.577667,1,1,0,3.41335845,0,0,0,0,-3.2568E-05,0,0,0,0
44,2640.629319,09/30/2013 18:00:04,2640.592062,1,1,0,3.41352129,0,0,0,0,0,0,0,0,0
45,2700.643807,09/30/2013 18:01:04,2700.60655,1,1,0,3.41352129,0,0,0,0,6.51836E-05,0,0,0,0
46,2760.65838,09/30/2013 18:02:04,2760.621123,1,1,0,3.413195372,0,0,0,0,-9.77993E-05,0,0,0,0
47,2820.67292,09/30/2013 18:03:04,2820.635663,1,1,0,3.41352129,0,0,0,0,3.2568E-05,0,0,0,0
48,2880.68871,09/30/2013 18:04:04,2880.651453,1,1,0,3.413195372,0,0,0,0,-3.26157E-05,0,0,0,0
49,2940.702026,09/30/2013 18:05:04,2940.664769,1,1,0,3.413195372,0,0,0,0,-3.26157E-05,0,0,0,0
50,3000.717529,09/30/2013 18:06:04,3000.680272,1,1,0,3.41352129,0,0,0,0,3.2568E-05,0,0,0,0
51,3060.731143,09/30/2013 18:07:04,3060.693886,1,1,0,3.413195372,0,0,0,0,-3.26157E-05,0,0,0,0
52,3120.745741,09/30/2013 18:08:04,3120.708484,1,1,0,3.41352129,0,0,0,0,0,0,0,0,0
53,3180.760235,09/30/2013 18:09:04,3180.722978,1,1,0,3.413684368,0,0,0,0,9.77993E-05,0,0,0,0
54,3240.774773,09/30/2013 18:10:04,3240.737516,1,1,0,3.41335845,0,0,0,0,-3.2568E-05,0,0,0,0
55,3300.789403,09/30/2013 18:11:04,3300.752146,1,1,0,3.41335845,0,0,0,0,3.26157E-05,0,0,0,0
56,3360.803865,09/30/2013 18:12:04,3360.766608,1,1,0,3.41335845,0,0,0,0,3.26157E-05,0,0,0,0
57,3420.81841,09/30/2013 18:13:04,3420.781153,1,1,0,3.41352129,0,0,0,0,6.51836E-05,0,0,0,0
58,3480.832969,09/30/2013 18:14:04,3480.795712,1,1,0,3.41335845,0,0,0,0,3.26157E-05,0,0,0,0
59,3540.847514,09/30/2013 18:15:04,3540.810257,1,1,0,3.41352129,0,0,0,0,6.51836E-05,0,0,0,0
60,3600.862142,09/30/2013 18:16:04,3600.824885,1,1,0,3.41352129,0,0,0,0,6.51836E-05,0,0,0,0
61,3660.876677,09/30/2013 18:17:04,3660.83942,1,1,0,3.41352129,0,0,0,0,3.2568E-05,0,0,0,0
62,3720.891221,09/30/2013 18:18:04,3720.853964,1,1,0,3.41335845,0,0,0,0,3.26157E-05,0,0,0,0
63,3780.905769,09/30/2013 18:19:04,3780.868512,1,1,0,3.41335845,0,0,0,0,0,0,0,0,0
64,3840.920251,09/30/2013 18:20:04,3840.882994,1,1,0,3.413195372,0,0,0,0,3.2568E-05,0,0,0,0
65,3900.934799,09/30/2013 18:21:04,3900.897541,1,1,0,3.413195372,0,0,0,0,-3.26157E-05,0,0,0,0
66,3960.950868,09/30/2013 18:22:04,3960.913611,1,1,0,3.413195372,0,0,0,0,0,0,0,0,0
67,4020.96398,09/30/2013 18:23:04,4020.926723,1,1,0,3.413195372,0,0,0,0,0,0,0,0,0
68,4080.978431,09/30/2013 18:24:04,4080.941174,1,1,0,3.413195372,0,0,0,0,-6.51836E-05,0,0,0,0
69,4140.992994,09/30/2013 18:25:04,4140.955737,1,1,0,3.413195372,0,0,0,0,0,0,0,0,0
70,4201.007938,09/30/2013 18:26:04,4200.970681,1,1,0,3.413195372,0,0,0,0,0,0,0,0,0
71,4261.022156,09/30/2013 18:27:05,4260.984899,1,1,0,3.41335845,0,0,0,0,0,0,0,0,0
72,4321.036629,09/30/2013 18:28:05,4320.999372,1,1,0,3.41335845,0,0,0,0,3.26157E-05,0,0,0,0
73,4381.051178,09/30/2013 18:29:05,4381.013921,1,1,0,3.413195372,0,0,0,0,-3.26157E-05,0,0,0,0
74,4441.065713,09/30/2013 18:30:05,4441.028456,1,1,0,3.413032532,0,0,0,0,-3.2568E-05,0,0,0,0
75,4501.080291,09/30/2013 18:31:05,4501.043034,1,1,0,3.413195372,0,0,0,0,-6.51836E-05,0,0,0,0
