Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,60.00418141,11/01/2013 16:13:02,59.95226676,1,1,0,2.187512875,0,0,0,0,6.51836E-05,0,0,0,0
2,120.0186623,11/01/2013 16:14:02,119.9667477,1,1,0,2.188653469,0,0,0,0,3.26157E-05,0,0,0,0
3,180.0334323,11/01/2013 16:15:02,179.9815177,1,1,0,2.190119982,0,0,0,0,3.26157E-05,0,0,0,0
4,240.0477983,11/01/2013 16:16:02,239.9958837,1,1,0,2.191097498,0,0,0,0,3.2568E-05,0,0,0,0
5,300.0622118,11/01/2013 16:17:02,300.0102972,1,1,0,2.192401171,0,0,0,0,6.49837E-05,0,0,0,0
6,360.0770378,11/01/2013 16:18:02,360.0251233,1,1,0,2.193378925,0,0,0,0,0,0,0,0,0
7,420.0914691,11/01/2013 16:19:02,420.0395544,1,1,0,2.194356441,0,0,0,0,0,0,0,0,0
8,480.1059934,11/01/2013 16:20:02,480.054079,1,1,0,2.195497036,0,0,0,0,3.2568E-05,0,0,0,0
9,540.1205959,11/01/2013 16:21:02,540.0686813,1,1,0,2.196474791,0,0,0,0,-3.26157E-05,0,0,0,0
10,600.1352785,11/01/2013 16:22:02,600.083364,1,1,0,2.197289467,0,0,0,0,3.2568E-05,0,0,0,0
11,660.149658,11/01/2013 16:23:02,660.0977434,1,1,0,2.197941303,0,0,0,0,-6.51836E-05,0,0,0,0
12,720.1645134,11/01/2013 16:24:02,720.1125989,1,1,0,2.19875598,0,0,0,0,-3.26157E-05,0,0,0,0
13,780.1787572,11/01/2013 16:25:02,780.1268427,1,1,0,2.199570894,0,0,0,0,-3.2568E-05,0,0,0,0
14,840.1933028,11/01/2013 16:26:02,840.1413882,1,1,0,2.200222492,0,0,0,0,-6.51836E-05,0,0,0,0
15,900.2078326,11/01/2013 16:27:02,900.155918,1,1,0,2.201037407,0,0,0,0,3.26157E-05,0,0,0,0
16,960.2225536,11/01/2013 16:28:02,960.170639,1,1,0,2.201689005,0,0,0,0,3.2568E-05,0,0,0,0
17,1020.236887,11/01/2013 16:29:02,1020.184972,1,1,0,2.202178001,0,0,0,0,-3.2568E-05,0,0,0,0
18,1080.251438,11/01/2013 16:30:02,1080.199523,1,1,0,2.202666759,0,0,0,0,0,0,0,0,0
19,1140.26594,11/01/2013 16:31:02,1140.214026,1,1,0,2.203318596,0,0,0,0,0,0,0,0,0
20,1200.280613,11/01/2013 16:32:02,1200.228698,1,1,0,2.203807354,0,0,0,0,3.2568E-05,0,0,0,0
21,1260.295101,11/01/2013 16:33:02,1260.243187,1,1,0,2.20429635,0,0,0,0,0,0,0,0,0
22,1320.311211,11/01/2013 16:34:02,1320.259296,1,1,0,2.204785109,0,0,0,0,3.26157E-05,0,0,0,0
23,1380.32422,11/01/2013 16:35:02,1380.272305,1,1,0,2.205111027,0,0,0,0,0,0,0,0,0
24,1440.338762,11/01/2013 16:36:02,1440.286847,1,1,0,2.205599785,0,0,0,0,3.2568E-05,0,0,0,0
25,1500.353308,11/01/2013 16:37:02,1500.301393,1,1,0,2.205925703,0,0,0,0,-3.2568E-05,0,0,0,0
26,1560.367873,11/01/2013 16:38:02,1560.315959,1,1,0,2.206414461,0,0,0,0,0,0,0,0,0
27,1620.382343,11/01/2013 16:39:02,1620.330429,1,1,0,2.207066298,0,0,0,0,6.51836E-05,0,0,0,0
28,1680.396976,11/01/2013 16:40:02,1680.345061,1,1,0,2.207229376,0,0,0,0,-3.2568E-05,0,0,0,0
29,1740.411613,11/01/2013 16:41:03,1740.359699,1,1,0,2.207555056,0,0,0,0,-3.26157E-05,0,0,0,0
30,1800.426096,11/01/2013 16:42:03,1800.374182,1,1,0,2.208044052,0,0,0,0,-3.2568E-05,0,0,0,0
31,1860.44066,11/01/2013 16:43:03,1860.388745,1,1,0,2.20853281,0,0,0,0,0,0,0,0,0
32,1920.455119,11/01/2013 16:44:03,1920.403204,1,1,0,2.208858728,0,0,0,0,0,0,0,0,0
33,1980.470459,11/01/2013 16:45:03,1980.418544,1,1,0,2.209347486,0,0,0,0,3.2568E-05,0,0,0,0
