Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
1,60.00442866,11/18/2013 08:24:46,59.96715299,1,1,0,3.53719759,0,0,0,0,-6.51836E-05,0,0,0,0
2,120.0184779,11/18/2013 08:25:46,119.9812023,1,1,0,3.53719759,0,0,0,0,0,0,0,0,0
3,180.032519,11/18/2013 08:26:46,179.9952433,1,1,0,3.53719759,0,0,0,0,-3.26157E-05,0,0,0,0
4,240.0465566,11/18/2013 08:27:46,240.009281,1,1,0,3.53703475,0,0,0,0,3.26157E-05,0,0,0,0
5,300.0605913,11/18/2013 08:28:46,300.0233157,1,1,0,3.536708832,0,0,0,0,-3.2568E-05,0,0,0,0
6,360.0746338,11/18/2013 08:29:46,360.0373581,1,1,0,3.536871672,0,0,0,0,0,0,0,0,0
7,420.088733,11/18/2013 08:30:46,420.0514574,1,1,0,3.536545753,0,0,0,0,-6.51836E-05,0,0,0,0
8,480.1027683,11/18/2013 08:31:46,480.0654927,1,1,0,3.536708832,0,0,0,0,0,0,0,0,0
9,540.1168223,11/18/2013 08:32:46,540.0795466,1,1,0,3.536708832,0,0,0,0,0,0,0,0,0
10,600.1308766,11/18/2013 08:33:46,600.0936009,1,1,0,3.536545753,0,0,0,0,3.2568E-05,0,0,0,0
11,660.144818,11/18/2013 08:34:46,660.1075423,1,1,0,3.536382914,0,0,0,0,0,0,0,0,0
12,720.158857,11/18/2013 08:35:46,720.1215813,1,1,0,3.536545753,0,0,0,0,-3.26157E-05,0,0,0,0
13,780.1729619,11/18/2013 08:36:46,780.1356863,1,1,0,3.536545753,0,0,0,0,-3.26157E-05,0,0,0,0
14,840.1870216,11/18/2013 08:37:46,840.1497459,1,1,0,3.536545753,0,0,0,0,0,0,0,0,0
15,900.2010396,11/18/2013 08:38:46,900.1637639,1,1,0,3.536545753,0,0,0,0,0,0,0,0,0
16,960.2150178,11/18/2013 08:39:46,960.1777421,1,1,0,3.536382914,0,0,0,0,-3.2568E-05,0,0,0,0
17,1020.229069,11/18/2013 08:40:46,1020.191793,1,1,0,3.536382914,0,0,0,0,0,0,0,0,0
18,1080.243128,11/18/2013 08:41:46,1080.205853,1,1,0,3.536382914,0,0,0,0,-3.2568E-05,0,0,0,0
19,1140.257156,11/18/2013 08:42:47,1140.21988,1,1,0,3.536545753,0,0,0,0,0,0,0,0,0
20,1200.271218,11/18/2013 08:43:47,1200.233943,1,1,0,3.536220074,0,0,0,0,-6.5136E-05,0,0,0,0
21,1260.285252,11/18/2013 08:44:47,1260.247976,1,1,0,3.536545753,0,0,0,0,6.5136E-05,0,0,0,0
22,1320.299344,11/18/2013 08:45:47,1320.262068,1,1,0,3.536545753,0,0,0,0,0,0,0,0,0
23,1380.31333,11/18/2013 08:46:47,1380.276054,1,1,0,3.536545753,0,0,0,0,3.2568E-05,0,0,0,0
24,1440.327371,11/18/2013 08:47:47,1440.290095,1,1,0,3.536220074,0,0,0,0,0,0,0,0,0
25,1500.34147,11/18/2013 08:48:47,1500.304195,1,1,0,3.536545753,0,0,0,0,3.2568E-05,0,0,0,0
26,1560.355451,11/18/2013 08:49:47,1560.318176,1,1,0,3.536382914,0,0,0,0,0,0,0,0,0
27,1620.369518,11/18/2013 08:50:47,1620.332242,1,1,0,3.536545753,0,0,0,0,3.2568E-05,0,0,0,0
28,1680.383643,11/18/2013 08:51:47,1680.346368,1,1,0,3.536545753,0,0,0,0,3.2568E-05,0,0,0,0
29,1740.397574,11/18/2013 08:52:47,1740.360299,1,1,0,3.536545753,0,0,0,0,0,0,0,0,0
30,1800.411607,11/18/2013 08:53:47,1800.374332,1,1,0,3.536545753,0,0,0,0,-3.26157E-05,0,0,0,0
31,1860.425664,11/18/2013 08:54:47,1860.388388,1,1,0,3.536545753,0,0,0,0,-3.26157E-05,0,0,0,0
32,1920.439679,11/18/2013 08:55:47,1920.402403,1,1,0,3.536545753,0,0,0,0,3.2568E-05,0,0,0,0
33,1980.453761,11/18/2013 08:56:47,1980.416486,1,1,0,3.536382914,0,0,0,0,3.2568E-05,0,0,0,0
34,2040.467939,11/18/2013 08:57:47,2040.430663,1,1,0,3.536545753,0,0,0,0,3.2568E-05,0,0,0,0
35,2100.481882,11/18/2013 08:58:47,2100.444607,1,1,0,3.536708832,0,0,0,0,6.51836E-05,0,0,0,0
36,2160.495889,11/18/2013 08:59:47,2160.458613,1,1,0,3.536382914,0,0,0,0,-3.2568E-05,0,0,0,0
37,2220.509909,11/18/2013 09:00:47,2220.472633,1,1,0,3.536545753,0,0,0,0,3.2568E-05,0,0,0,0
38,2280.523983,11/18/2013 09:01:47,2280.486707,1,1,0,3.536708832,0,0,0,0,6.51836E-05,0,0,0,0
39,2340.538308,11/18/2013 09:02:47,2340.501032,1,1,0,3.536545753,0,0,0,0,3.2568E-05,0,0,0,0
40,2400.552044,11/18/2013 09:03:47,2400.514768,1,1,0,3.536382914,0,0,0,0,-3.2568E-05,0,0,0,0
41,2460.566088,11/18/2013 09:04:47,2460.528812,1,1,0,3.536382914,0,0,0,0,-3.2568E-05,0,0,0,0
42,2520.580185,11/18/2013 09:05:47,2520.542909,1,1,0,3.536382914,0,0,0,0,0,0,0,0,0
43,2580.594164,11/18/2013 09:06:47,2580.556888,1,1,0,3.536545753,0,0,0,0,3.2568E-05,0,0,0,0
44,2640.608218,11/18/2013 09:07:47,2640.570942,1,1,0,3.536382914,0,0,0,0,-3.2568E-05,0,0,0,0
45,2700.622258,11/18/2013 09:08:47,2700.584983,1,1,0,3.536545753,0,0,0,0,3.2568E-05,0,0,0,0
46,2760.636318,11/18/2013 09:09:47,2760.599043,1,1,0,3.536382914,0,0,0,0,-3.2568E-05,0,0,0,0
47,2820.650346,11/18/2013 09:10:47,2820.613071,1,1,0,3.536382914,0,0,0,0,-3.2568E-05,0,0,0,0
48,2880.664447,11/18/2013 09:11:47,2880.627172,1,1,0,3.536382914,0,0,0,0,0,0,0,0,0
49,2940.678425,11/18/2013 09:12:47,2940.64115,1,1,0,3.536545753,0,0,0,0,-3.26157E-05,0,0,0,0
50,3000.692473,11/18/2013 09:13:47,3000.655197,1,1,0,3.536545753,0,0,0,0,3.2568E-05,0,0,0,0
51,3060.706519,11/18/2013 09:14:47,3060.669244,1,1,0,3.536545753,0,0,0,0,0,0,0,0,0
52,3120.720569,11/18/2013 09:15:47,3120.683293,1,1,0,3.536382914,0,0,0,0,-3.2568E-05,0,0,0,0
53,3180.734598,11/18/2013 09:16:47,3180.697323,1,1,0,3.536382914,0,0,0,0,-3.2568E-05,0,0,0,0
54,3240.748659,11/18/2013 09:17:47,3240.711384,1,1,0,3.536545753,0,0,0,0,3.2568E-05,0,0,0,0
